ID,品类,商品名,品牌,店铺名,经济体,省份,地级市,原价,快递费,是否天猫,活动价1,月销量1,累计评价1,信誉1,活动价2,月销量2,累计评价2,信誉2,活动价3,月销量3,累计评价3,信誉3,活动价4,月销量4,累计评价4,信誉4,活动价5,月销量5,累计评价5,信誉5,活动价6,月销量6,累计评价6,信誉6
535598935480,肉,扒鸡,金凤,d4d17cc9644a7632,中国大陆,河北,石家庄,39.9,0.0,1,34.8,240.0,1542.0,-1.0,34.8,187.0,1512.0,-1.0,34.8,791.0,1403.0,-1.0,34.8,333.0,1377.0,-1.0,34.8,320.0,1351.0,-1.0,34.8,225.0,1312.0,-1.0
569273616590,肉,鸡腿,无穷,616e981539a41acb,中国大陆,广东,潮州,47.8,0.0,0,47.8,132.0,618.0,13658.0,42.8,85.0,643.0,16665.0,44.8,81.0,613.0,19699.0,49.8,48.0,600.0,22988.0,47.8,157.0,604.0,26656.0,47.8,42.0,523.0,31225.0
556063211618,肉,盐焗鸡,other/其他,3f5a547d8d224f62,中国大陆,广东,云浮,98.0,0.0,0,49.9,702.0,926.0,10863.0,49.9,1124.0,1231.0,11795.0,49.9,3775.0,2141.0,13617.0,49.9,1173.0,3261.0,15858.0,49.9,2187.0,4020.0,17486.0,49.9,1341.0,4982.0,19337.0
20505667299,肉,其他,银祥,f3c57329642ab423,中国大陆,福建,厦门,138.0,0.0,1,118.0,61.0,200.0,-1.0,118.0,33.0,198.0,-1.0,118.0,216.0,191.0,-1.0,118.0,34.0,176.0,-1.0,118.0,71.0,168.0,-1.0,118.0,73.0,162.0,-1.0
39546954838,肉,鸭舌,BE＆CHEERY/百草味,344ad40b20a87825,中国大陆,湖北,武汉,53.8,0.0,1,34.9,15353.0,147388.0,-1.0,36.9,8638.0,139354.0,-1.0,39.9,17863.0,127888.0,-1.0,39.9,4647.0,123866.0,-1.0,39.9,6441.0,117943.0,-1.0,39.9,3266.0,113190.0,-1.0
562206099572,肉,牛肉干,淘乡甜,288216bc549b6f14,中国大陆,内蒙古自治区,赤峰,79.0,0.0,1,79.0,5494.0,4583.0,-1.0,79.0,6283.0,6082.0,-1.0,59.9,4204.0,6723.0,-1.0,68.0,451.0,6837.0,-1.0,68.0,1815.0,7147.0,-1.0,59.9,1554.0,7393.0,-1.0
13957097887,肉,牦牛肉,韵诗,6c8096996ed98f0b,中国大陆,四川,马尔康县,208.0,0.0,0,198.0,26.0,43.0,22662.0,198.0,2.0,42.0,23296.0,198.0,41.0,43.0,23844.0,198.0,39.0,56.0,24414.0,198.0,16.0,62.0,24796.0,198.0,4.0,54.0,25230.0
569559614903,肉,牛肉干,other/其他,ff6d0661ad43b4f3,中国大陆,西藏自治区,拉萨,69.0,0.0,0,19.0,255.0,1500.0,6639.0,19.0,163.0,1513.0,8237.0,19.0,149.0,1342.0,9627.0,19.0,99.0,1082.0,11099.0,19.0,93.0,836.0,12493.0,19.0,64.0,703.0,13579.0
567507638370,肉,凤爪,金厨娘,d46c7ba1cb9143c7,中国大陆,江苏,宿迁,36.8,0.0,0,36.8,84.0,205.0,19556.0,36.8,104.0,291.0,20831.0,36.8,97.0,393.0,22136.0,36.8,34.0,421.0,22668.0,36.43,86.0,421.0,23235.0,26.8,132.0,425.0,24181.0
574626932897,肉,牛肉干,GirlChase/姑娘追,314b6613cbfa042d,中国大陆,新疆维吾尔族自治区,塔城地区,149.0,0.0,0,149.0,21.0,38.0,6822.0,149.0,17.0,49.0,7431.0,149.0,10.0,55.0,8430.0,149.0,15.0,60.0,8997.0,134.1,6.0,48.0,9499.0,149.0,17.0,42.0,9927.0
579276579527,肉,腊肉,蜀腊记,683afa6cd10900f6,中国大陆,四川,绵阳,188.0,0.0,0,92.9,75.0,56.0,26785.0,92.9,60.0,122.0,29486.0,92.9,138.0,190.0,32834.0,81.8,29.0,289.0,35854.0,81.8,65.0,331.0,37207.0,81.8,72.0,345.0,38160.0
554829028715,肉,腌肉,福人品,88bf864429caff1b,中国大陆,广东,惠州,183.0,0.0,0,93.0,44.0,192.0,97527.0,93.0,77.0,185.0,102663.0,93.0,150.0,227.0,109373.0,93.0,34.0,257.0,115461.0,93.0,78.0,261.0,120868.0,93.0,66.0,271.0,126013.0
556371144639,肉,肉松,味斯美,a386cecdaa43e698,中国大陆,中国大陆,杭州,149.0,0.0,0,145.0,65.0,119.0,3794.0,162.0,83.0,147.0,4529.0,149.0,99.0,167.0,5210.0,149.0,42.0,175.0,5686.0,149.0,38.0,172.0,6189.0,149.0,48.0,184.0,7179.0
39163905325,肉,猪蹄,周钦公,5f547a5afcf773d1,中国大陆,中国大陆,青岛,356.0,0.0,1,206.0,56.0,300.0,-1.0,216.0,32.0,300.0,-1.0,216.0,394.0,281.0,-1.0,356.0,54.0,295.0,-1.0,216.0,22.0,301.0,-1.0,238.0,29.0,299.0,-1.0
555881889077,肉,牛肉,雨润,23978de5862ca776,中国大陆,安徽,马鞍山,99.0,0.0,0,99.0,66.0,396.0,2332.0,99.0,40.0,385.0,2526.0,107.1,29.0,356.0,2706.0,107.1,13.0,305.0,2824.0,107.1,28.0,248.0,2964.0,107.1,28.0,165.0,3159.0
525681891075,肉,牛肉,百家兴,f9a8aaf15269dfee,中国大陆,江苏,常州,198.0,0.0,1,79.9,2076.0,6435.0,-1.0,76.8,220.0,6592.0,-1.0,79.9,405.0,6720.0,-1.0,99.0,12.0,6737.0,-1.0,79.9,29.0,6744.0,-1.0,79.9,94.0,6766.0,-1.0
41150543870,肉,牛肉,草原达尔沁,1889c698fe9c2300,中国大陆,内蒙古自治区,通辽,176.0,0.0,1,88.0,1079.0,4497.0,-1.0,88.0,637.0,4325.0,-1.0,88.0,802.0,4118.0,-1.0,88.0,380.0,4028.0,-1.0,88.0,515.0,3902.0,-1.0,88.0,377.0,3799.0,-1.0
27306412624,肉,肉松,正聚香,390f6bb4df0b24af,中国大陆,中国大陆,漳州,45.0,0.0,0,39.0,534.0,1316.0,57300.0,39.0,429.0,1387.0,58876.0,39.0,446.0,1465.0,60416.0,39.0,314.0,1508.0,61546.0,39.0,510.0,1556.0,62842.0,39.0,414.0,1553.0,64633.0
524644998741,肉,牛肉,可可西里,b0fbbdfff823f864,中国大陆,青海,西宁,219.0,0.0,1,108.0,316.0,1438.0,-1.0,108.0,164.0,1467.0,-1.0,108.0,350.0,1503.0,-1.0,108.0,178.0,1533.0,-1.0,108.0,217.0,1580.0,-1.0,108.0,181.0,1611.0,-1.0
40416213153,肉,肉松,BLACKFLAG FOOD/黑旗食品,c908e1a729431163,中国大陆,湖北,武汉,84.0,0.0,0,74.0,315.0,988.0,618113.0,55.0,326.0,1048.0,625435.0,55.0,283.0,1085.0,631730.0,55.0,149.0,1098.0,636420.0,82.0,515.0,1028.0,641017.0,82.0,333.0,1040.0,646220.0
577206844509,肉,鸭肉,好味屋,c6eff86cd6f46555,中国大陆,湖南,长沙,50.0,0.0,0,46.0,222.0,203.0,55361.0,45.0,222.0,411.0,63396.0,45.0,421.0,649.0,70380.0,45.0,98.0,867.0,76215.0,45.0,131.0,968.0,82244.0,45.0,98.0,1020.0,89384.0
566672010565,肉,猪肉,美琼,06af58ada8bb9bdf,中国大陆,中国大陆,泉州,30.0,0.0,1,24.8,2486.0,9893.0,-1.0,25.9,1847.0,10574.0,-1.0,25.9,665.0,10834.0,-1.0,25.9,330.0,10889.0,-1.0,25.9,579.0,11005.0,-1.0,25.9,502.0,11118.0,-1.0
565548104255,肉,牛肉,登荣,713056076f5574ad,中国大陆,河北,石家庄,25.9,0.0,0,18.8,288.0,354.0,879431.0,18.8,274.0,391.0,884922.0,18.8,307.0,430.0,889120.0,18.8,239.0,540.0,897475.0,18.8,423.0,783.0,912032.0,18.8,276.0,1008.0,932750.0
562562016785,肉,鸡翅,无穷,77e39e90693f74ca,中国大陆,广东,潮州,49.8,0.0,1,27.9,873.0,922.0,-1.0,27.9,537.0,1063.0,-1.0,33.5,467.0,1146.0,-1.0,31.4,21.0,1154.0,-1.0,33.4,140.0,1175.0,-1.0,33.4,50.0,1195.0,-1.0
7334136170,肉,牛肉,other/其他,773a42ab42ddc9b3,中国大陆,浙江,温州,51.0,0.0,0,28.0,692.0,2403.0,410309.0,28.0,583.0,2675.0,414664.0,29.0,1365.0,2885.0,419391.0,29.0,405.0,3154.0,425266.0,29.0,581.0,3049.0,428804.0,29.0,434.0,2884.0,431886.0
546061614780,肉,牛肉,思奇香,37b71884ea32f3a1,中国大陆,四川,西昌,168.0,0.0,1,128.0,113.0,661.0,-1.0,148.0,73.0,676.0,-1.0,148.0,151.0,707.0,-1.0,148.0,27.0,716.0,-1.0,128.0,51.0,724.0,-1.0,128.0,53.0,721.0,-1.0
572962782525,肉,牛肉,冠云,50dd1dabcb8963b4,中国大陆,山西,晋中,499.0,0.0,0,233.0,195.0,126.0,6026.0,205.0,38.0,193.0,6955.0,180.0,26.0,218.0,7704.0,180.0,15.0,203.0,7989.0,180.0,60.0,169.0,8566.0,180.0,44.0,163.0,9028.0
4168325712,肉,牛肉,冠云,df27e802a28cff23,中国大陆,山西,晋中,162.6,0.0,1,146.34,155.0,310.0,-1.0,139.0,158.0,332.0,-1.0,146.34,377.0,360.0,-1.0,146.34,180.0,370.0,-1.0,138.24,45.0,376.0,-1.0,138.24,49.0,382.0,-1.0
563890669757,肉,其他,乡里娃,2a605514598f295e,中国大陆,湖南,益阳,40.0,0.0,0,36.0,300.0,557.0,8842.0,36.0,315.0,845.0,9941.0,36.0,455.0,1116.0,10944.0,36.0,132.0,1334.0,11772.0,34.8,254.0,1421.0,12650.0,36.0,125.0,1449.0,13557.0
520129551484,肉,猪肉,Three Squirrels/三只松鼠,5c75598f7ec7c7ad,中国大陆,浙江,嘉兴,45.0,0.0,1,22.9,114165.0,535742.0,-1.0,22.9,78117.0,503111.0,-1.0,25.9,91255.0,465233.0,-1.0,25.9,18381.0,456366.0,-1.0,25.9,34918.0,443160.0,-1.0,25.9,25016.0,439366.0,-1.0
561310050551,肉,猪头肉,杨蜀黍,60e6e72220f7bb45,中国大陆,安徽,六安,80.0,0.0,0,78.0,115.0,191.0,34638.0,78.0,269.0,296.0,39577.0,78.0,321.0,354.0,41881.0,78.0,36.0,340.0,42105.0,78.0,103.0,328.0,42547.0,78.0,45.0,279.0,42796.0
523374928575,肉,猪肉,other/其他,22dcc82c107d9ad8,中国大陆,中国大陆,菏泽,50.0,0.0,0,30.0,189.0,693.0,30802.0,18.0,145.0,768.0,32575.0,18.0,412.0,839.0,35182.0,18.0,145.0,979.0,38980.0,17.99,101.0,991.0,41840.0,18.0,83.0,863.0,43358.0
542114928901,肉,猪肉,美珍香,095a10d469f5655c,中国大陆,福建,漳州,184.0,5.0,1,184.0,175.0,1073.0,-1.0,147.2,98.0,1026.0,-1.0,184.0,459.0,1008.0,-1.0,184.0,74.0,1029.0,-1.0,184.0,45.0,993.0,-1.0,184.0,48.0,980.0,-1.0
571801040368,肉,猪肉脯,BE＆CHEERY/百草味,344ad40b20a87825,中国大陆,浙江,嘉兴,43.8,0.0,1,22.9,4909.0,19429.0,-1.0,22.9,2181.0,20349.0,-1.0,24.9,1208.0,20640.0,-1.0,24.9,186.0,20720.0,-1.0,24.9,829.0,20921.0,-1.0,23.9,980.0,21090.0,-1.0
541923022424,肉,驴肉,香赢,e0af5e74b81e7cba,中国大陆,河南,郑州,178.0,0.0,1,128.0,0.0,22.0,-1.0,128.0,1.0,21.0,-1.0,178.0,46.0,21.0,-1.0,178.0,15.0,23.0,-1.0,168.0,2.0,23.0,-1.0,178.0,0.0,22.0,-1.0
573788405432,肉,腊肉,老腊匠吃铺,71aa210934de1c33,中国大陆,四川,眉山,59.8,0.0,0,29.9,336.0,614.0,1649.0,29.9,1.0,693.0,1991.0,29.9,39.0,696.0,2003.0,29.9,10.0,689.0,2037.0,29.9,6.0,567.0,2059.0,29.9,14.0,316.0,2078.0
560466978985,肉,腊肠,皇上皇,9aeae9150dc2b0e2,中国大陆,广东,广州,184.0,5.0,1,184.0,146.0,252.0,-1.0,184.0,156.0,294.0,-1.0,184.0,375.0,344.0,-1.0,184.0,131.0,381.0,-1.0,184.0,119.0,409.0,-1.0,184.0,108.0,426.0,-1.0
579314514732,肉,鸭肉,other/其他,54365b3605df2b90,中国大陆,湖南,长沙,18.8,0.0,0,17.8,154.0,58.0,94047.0,18.8,290.0,295.0,102058.0,16.8,452.0,600.0,108023.0,16.8,169.0,917.0,112877.0,16.8,274.0,1146.0,119529.0,16.8,133.0,1337.0,126997.0
35167391375,肉,肉松,other/其他,f724b1a01c22a20a,中国大陆,四川,成都,49.0,0.0,0,49.0,320.0,934.0,554419.0,49.0,292.0,929.0,562930.0,49.0,336.0,933.0,570616.0,49.0,210.0,904.0,576171.0,49.0,175.0,858.0,581414.0,49.0,248.0,782.0,587377.0
551247054295,肉,牛肉,蜀道香,ed6e2d680b206405,中国大陆,四川,成都,20.0,6.0,1,10.8,58.0,311.0,-1.0,10.8,44.0,321.0,-1.0,10.8,11.0,329.0,-1.0,10.8,13.0,331.0,-1.0,10.8,14.0,335.0,-1.0,10.8,20.0,338.0,-1.0
577322855906,肉,鸭肉,大霸王,f60b0cff444d40cf,中国大陆,湖南,长沙,18.8,5.0,0,18.8,63.0,61.0,690.0,17.8,58.0,119.0,936.0,18.8,73.0,175.0,1163.0,17.86,27.0,222.0,1356.0,17.86,67.0,257.0,1618.0,17.86,37.0,291.0,1979.0
560305175403,肉,鸡,园,45248cc7a012dc2f,中国大陆,安徽,合肥,19.8,4.0,1,19.8,0.0,3.0,-1.0,19.8,0.0,3.0,-1.0,19.8,2.0,3.0,-1.0,19.8,4.0,4.0,-1.0,19.8,0.0,4.0,-1.0,19.8,1.0,4.0,-1.0
555707622065,肉,鸡肉,other/其他,0943cb017efc7eda,中国大陆,云南,曲靖,168.0,0.0,0,158.0,37.0,98.0,55861.0,158.0,25.0,114.0,56860.0,158.0,54.0,118.0,57861.0,158.0,64.0,146.0,58846.0,158.0,15.0,162.0,60264.0,158.0,13.0,133.0,61713.0
560538935680,肉,鸭脖,绝艺,8162b32fe47c70c7,中国大陆,湖南,长沙,59.8,0.0,1,26.9,1621.0,11612.0,-1.0,26.9,1790.0,12075.0,-1.0,27.8,1751.0,12494.0,-1.0,27.8,894.0,12669.0,-1.0,27.8,1476.0,12970.0,-1.0,28.8,711.0,13178.0,-1.0
41284022346,肉,牛肉,百家兴,a860bd6760090b7d,中国大陆,江苏,常州,188.0,0.0,1,79.9,1363.0,7155.0,-1.0,76.8,246.0,7420.0,-1.0,79.9,203.0,7509.0,-1.0,79.9,19.0,7511.0,-1.0,79.9,51.0,7521.0,-1.0,79.9,87.0,7535.0,-1.0
566303062791,肉,腌肉,中村（食品）,cd8e7771e0d9bf18,中国大陆,浙江,金华,95.0,0.0,1,76.0,168.0,108.0,-1.0,76.0,1057.0,153.0,-1.0,76.0,168.0,205.0,-1.0,76.0,82.0,218.0,-1.0,76.0,153.0,252.0,-1.0,76.0,78.0,278.0,-1.0
572696897869,肉,牦牛肉,九寨沟,f4ceb719bd53d392,中国大陆,四川,阿坝藏族羌族自治州,120.0,0.0,0,98.0,142.0,143.0,1816.0,98.0,141.0,185.0,1864.0,98.0,88.0,185.0,1882.0,98.0,18.0,157.0,1890.0,98.0,29.0,130.0,1959.0,98.0,24.0,107.0,1997.0
528092209742,肉,猪肉,楼外楼,4ce0267d93dc88c2,中国大陆,中国大陆,杭州,69.0,0.0,0,58.0,136.0,374.0,122648.0,58.0,182.0,337.0,126143.0,58.0,536.0,451.0,130095.0,58.0,108.0,578.0,133576.0,58.0,102.0,583.0,135789.0,58.0,98.0,605.0,138315.0
569656147365,肉,猪肉,金权,8d0b1446f4a617d9,中国大陆,浙江,温州,68.0,0.0,0,46.8,77.0,1062.0,6510.0,46.8,107.0,1010.0,7258.0,46.8,96.0,874.0,7859.0,46.8,25.0,621.0,8333.0,25.8,72.0,450.0,9027.0,25.8,88.0,397.0,10077.0
531186585357,肉,牛肉,张飞,432f5695e95ffaee,中国大陆,四川,南充,108.0,0.0,0,72.8,234.0,1309.0,45667.0,45.0,172.0,1284.0,46539.0,44.8,124.0,1175.0,47414.0,44.8,86.0,1019.0,48047.0,44.8,139.0,877.0,48587.0,44.8,181.0,798.0,49344.0
534315658940,肉,牛肉,张飞,7c2453d7cc6f444f,中国大陆,四川,南充,158.0,0.0,0,108.0,50.0,69.0,9596.0,108.0,26.0,65.0,9883.0,108.0,97.0,53.0,10294.0,108.0,10.0,39.0,10587.0,99.0,5.0,35.0,10829.0,99.0,126.0,28.0,11039.0
530336584345,肉,牛肉,新香何氏,9cb863e17788cbf3,中国大陆,河南,新乡,35.58,0.0,0,35.58,1191.0,1178.0,17928.0,35.58,1128.0,1129.0,18232.0,35.58,1095.0,1151.0,18524.0,35.58,769.0,1074.0,18651.0,35.58,1297.0,1041.0,18854.0,35.58,1265.0,1062.0,19097.0
577993505531,肉,腊肉,other/其他,dd702e6dce443bde,中国大陆,四川,乐山,126.0,0.0,0,73.0,43.0,175.0,262.0,73.0,2.0,194.0,285.0,126.0,0.0,194.0,285.0,73.0,1.0,194.0,285.0,73.0,1.0,190.0,286.0,73.0,0.0,113.0,287.0
573009777104,肉,猪肉,饭先生,cece3f66a4567c56,中国大陆,江苏,泰州,29.9,0.0,0,29.9,1490.0,3272.0,29093.0,29.9,1032.0,4573.0,33851.0,29.9,1011.0,5528.0,37688.0,29.9,303.0,6028.0,40239.0,29.9,498.0,5611.0,42170.0,29.9,586.0,4730.0,45176.0
553768151645,肉,猪肉,全家福,cb6bbf0367866062,中国大陆,福建,漳州,53.8,0.0,0,49.8,60.0,185.0,158019.0,49.8,33.0,153.0,160993.0,49.8,50.0,141.0,166756.0,49.8,17.0,136.0,170695.0,49.8,22.0,107.0,174232.0,24.9,26.0,115.0,179970.0
521634536755,肉,腌肉,闲鸭,a1dc62cb19a542ac,中国大陆,安徽,宣城,58.0,0.0,0,28.8,62.0,36.0,140563.0,28.8,9.0,56.0,143259.0,28.8,41.0,63.0,146559.0,28.8,1.0,68.0,148108.0,28.8,1.0,67.0,148803.0,28.8,1.0,62.0,149469.0
550008182070,肉,肉松,鑫恰巧,59e63285eeeb68c9,中国大陆,安徽,合肥,105.0,0.0,0,105.0,44.0,87.0,193367.0,105.0,54.0,102.0,198524.0,105.0,62.0,121.0,202894.0,105.0,43.0,139.0,205869.0,105.0,110.0,156.0,209686.0,105.0,73.0,178.0,215315.0
549917174709,肉,猪肉,味滋冠,4d3e20cbf8d96d6f,中国大陆,中国大陆,漳州,9.8,0.0,0,9.8,155.0,1683.0,18046.0,9.6,145.0,1485.0,19598.0,9.6,137.0,1279.0,21015.0,9.8,77.0,938.0,22090.0,9.8,124.0,838.0,22668.0,9.8,3.0,583.0,25451.0
567191054727,肉,腊肉,宏达岗,fa1808f2eb3bcfcb,中国大陆,贵州,遵义,116.0,0.0,0,58.0,227.0,971.0,5911.0,58.0,365.0,1139.0,6904.0,58.0,36.0,1189.0,7346.0,58.0,107.0,999.0,7432.0,58.0,263.0,844.0,7678.0,58.0,259.0,867.0,8173.0
14998840115,肉,牛肉,大不同,afdb0ffbfd392233,中国大陆,浙江,嘉兴,43.0,0.0,0,45.0,398.0,546.0,110760.0,45.0,511.0,540.0,111137.0,46.0,2337.0,517.0,111519.0,46.0,70.0,845.0,112655.0,46.0,70.0,845.0,112655.0,45.0,38.0,672.0,112966.0
547275385409,肉,其他,other/其他,4188128ded6a7ed3,中国大陆,中国大陆,徐州,26.88,0.0,0,26.88,97.0,348.0,79107.0,26.88,101.0,382.0,83577.0,26.88,95.0,464.0,87043.0,18.8,73.0,496.0,89001.0,18.8,132.0,547.0,92402.0,18.8,116.0,578.0,95581.0
569272429500,肉,猪肉脯,黔五福,9df5aff8703774d9,中国大陆,中国大陆,贵阳,68.0,0.0,1,29.9,3691.0,5638.0,-1.0,29.9,3269.0,6002.0,-1.0,29.9,4698.0,6637.0,-1.0,29.9,2178.0,6809.0,-1.0,29.9,2293.0,7122.0,-1.0,29.9,2805.0,7378.0,-1.0
565557394584,肉,牛肉,谭八爷,8a47c3f0f68270a8,中国大陆,四川,自贡,35.0,0.0,0,35.0,4603.0,7487.0,34383.0,35.0,4281.0,8807.0,44154.0,35.0,4880.0,10902.0,53328.0,35.0,2579.0,12817.0,59742.0,34.85,3776.0,13580.0,66601.0,35.0,2947.0,13798.0,73725.0
575939077879,肉,盐焗鸡,慈爱,91a8186f8300d10b,中国大陆,黑龙江,哈尔滨,24.5,0.0,0,26.0,435.0,186.0,229215.0,26.0,351.0,502.0,249922.0,26.0,389.0,825.0,268019.0,26.0,199.0,1027.0,279472.0,26.0,418.0,1252.0,292814.0,26.0,211.0,1555.0,312125.0
45702057597,肉,猪肉,沙坡里,dee6c2604ede6f55,中国大陆,湖南,株洲,72.0,0.0,1,41.9,2015.0,4716.0,-1.0,41.9,400.0,4869.0,-1.0,41.9,158.0,4820.0,-1.0,41.9,14.0,4822.0,-1.0,41.9,10.0,4816.0,-1.0,41.9,128.0,4816.0,-1.0
538931182244,肉,其他,力诚,ffe796b34c04f64c,中国大陆,中国大陆,泉州,160.0,0.0,0,98.0,82.0,173.0,196704.0,98.0,60.0,223.0,200059.0,98.0,62.0,266.0,202979.0,98.0,28.0,273.0,204708.0,98.0,61.0,267.0,209056.0,98.0,44.0,242.0,209702.0
541467220859,肉,牛肉,朗琨,d8c75ae3cefaa84f,中国大陆,内蒙古自治区,呼和浩特,42.0,0.0,1,29.9,487.0,486.0,-1.0,29.9,375.0,583.0,-1.0,29.9,771.0,681.0,-1.0,29.9,349.0,735.0,-1.0,29.9,544.0,810.0,-1.0,32.9,580.0,880.0,-1.0
570841355478,肉,牦牛肉,wdjzw,7726fc3477fd57ef,中国大陆,青海,西宁,63.0,0.0,0,57.0,171.0,1267.0,3101.0,56.0,86.0,1377.0,3293.0,56.0,3.0,1380.0,3397.0,60.0,3.0,1076.0,3419.0,56.0,9.0,671.0,3439.0,56.0,17.0,352.0,3500.0
571443092536,肉,牛肉,other/其他,b04989d8bdace0e7,中国大陆,浙江,温州,68.0,0.0,0,59.88,101.0,248.0,3948.0,59.8,113.0,317.0,4470.0,59.8,228.0,384.0,5058.0,59.8,57.0,407.0,5384.0,59.5,107.0,400.0,5696.0,59.8,53.0,393.0,6110.0
537546096414,肉,腊肉,other/其他,f0549e3ee6bdb7a8,中国大陆,湖南,怀化,228.0,0.0,0,143.8,143.0,183.0,64717.0,143.8,149.0,171.0,66645.0,143.8,357.0,241.0,70052.0,143.8,29.0,419.0,76996.0,143.8,32.0,442.0,78316.0,143.8,41.0,460.0,79658.0
537775708214,肉,扒鸡,德城,57120413310caa97,中国大陆,山东,德州,48.8,0.0,1,25.9,6941.0,49427.0,-1.0,25.9,7999.0,51532.0,-1.0,25.9,8169.0,52778.0,-1.0,25.9,1372.0,50774.0,-1.0,24.9,5993.0,50736.0,-1.0,20.9,1295.0,49701.0,-1.0
22212619302,肉,肉松,品日有,3dff87e0dd328458,中国大陆,中国大陆,福州,41.8,5.0,0,38.0,329.0,402.0,19449.0,38.0,257.0,409.0,20281.0,38.0,278.0,429.0,20968.0,38.0,104.0,428.0,21454.0,38.0,213.0,412.0,22031.0,38.0,159.0,403.0,22694.0
529701304310,肉,猪肉脯,良品铺子,f7ff4ccc6020a9d4,中国大陆,中国大陆,泰州,79.9,0.0,0,39.9,523.0,829.0,429443.0,39.9,436.0,1085.0,438229.0,39.9,2154.0,1856.0,450542.0,39.9,1172.0,3279.0,465195.0,39.9,1640.0,3796.0,468446.0,39.9,411.0,5002.0,479194.0
558756424994,肉,牛肉,尚上坊,d63e70aa2dff7c19,中国大陆,四川,成都,38.8,0.0,1,36.8,329.0,186.0,-1.0,36.8,303.0,252.0,-1.0,36.8,368.0,315.0,-1.0,36.8,257.0,352.0,-1.0,36.8,419.0,443.0,-1.0,36.8,412.0,525.0,-1.0
569048573317,肉,鸡肉,初名,435b1bc8b1077770,中国大陆,浙江,温州,11.0,0.0,0,9.8,50.0,303.0,344992.0,9.8,68.0,322.0,356861.0,9.8,65.0,330.0,366647.0,9.8,77.0,333.0,373988.0,9.8,109.0,366.0,381872.0,9.8,106.0,407.0,390967.0
38763355792,肉,猪油,金恩凡提,48e0f42719c79a8c,中国大陆,浙江,温州,26.0,0.0,0,26.0,591.0,1958.0,106331.0,26.0,476.0,2160.0,112130.0,26.0,596.0,2412.0,119281.0,26.0,272.0,2695.0,126899.0,26.0,412.0,2556.0,133214.0,28.9,302.0,2453.0,139646.0
7819507098,肉,牛肉干,独伊佳,f631514c90a176bb,中国大陆,内蒙古自治区,赤峰,598.1,0.0,1,598.0,0.0,5.0,-1.0,598.0,0.0,5.0,-1.0,598.0,1.0,5.0,-1.0,598.0,0.0,4.0,-1.0,598.0,1.0,3.0,-1.0,598.0,3.0,4.0,-1.0
538610375625,肉,肉松,正聚香,89e9bb21ffbf45e2,中国大陆,中国大陆,漳州,65.0,0.0,0,47.0,198.0,273.0,22071.0,47.0,228.0,279.0,23160.0,47.06,106.0,298.0,24239.0,47.06,76.0,286.0,25045.0,47.06,147.0,299.0,25736.0,47.06,205.0,305.0,27141.0
21564927117,肉,牛肉,干哥俩,271fd0ad7b892473,中国大陆,内蒙古自治区,赤峰,79.0,0.0,0,79.0,167.0,425.0,61328.0,79.0,189.0,496.0,63381.0,79.0,178.0,571.0,65265.0,79.0,121.0,617.0,66782.0,79.0,140.0,620.0,68781.0,79.0,85.0,595.0,70425.0
558182310179,肉,牛肉,昭君出塞,883d9daa9234800a,中国大陆,内蒙古自治区,包头,169.0,0.0,1,49.9,13515.0,10105.0,-1.0,44.9,24451.0,22157.0,-1.0,129.9,3698.0,25860.0,-1.0,129.9,191.0,26012.0,-1.0,139.9,179.0,26088.0,-1.0,49.9,57.0,26113.0,-1.0
556923251423,肉,鸭,金太和贡,a9a8645827c8601a,中国大陆,中国大陆,郴州,13.0,0.0,0,9.5,2263.0,6247.0,18759.0,9.5,2074.0,7917.0,22154.0,9.0,1294.0,8827.0,24755.0,9.0,1838.0,8218.0,26792.0,9.0,2710.0,8384.0,30111.0,9.0,3364.0,9138.0,34325.0
556544551525,肉,鸭腿,食为先,094098ad7f9e426e,中国大陆,湖南,岳阳,20.0,0.0,1,16.8,3313.0,2739.0,-1.0,17.8,7455.0,4752.0,-1.0,18.0,5437.0,6368.0,-1.0,16.8,2147.0,6842.0,-1.0,16.8,5159.0,7986.0,-1.0,16.8,4319.0,9192.0,-1.0
550156790415,肉,猪肉,鑫恰巧,32e59b2bc8f961ca,中国大陆,安徽,合肥,99.0,0.0,0,56.0,148.0,296.0,68549.0,56.0,135.0,322.0,76327.0,56.0,175.0,347.0,83311.0,56.0,86.0,352.0,88052.0,56.0,179.0,366.0,94161.0,56.0,154.0,408.0,102541.0
539017643923,肉,香肠,道台府,9759208961db9c3c,中国大陆,中国大陆,哈尔滨,86.8,0.0,1,38.9,1069.0,6116.0,-1.0,36.9,937.0,5999.0,-1.0,38.9,1205.0,5715.0,-1.0,38.9,315.0,5641.0,-1.0,38.9,330.0,5499.0,-1.0,38.9,418.0,5417.0,-1.0
520647719110,肉,肉松,other/其他,4abeb2815ebd0ab2,中国大陆,中国大陆,合肥,84.0,0.0,0,42.0,394.0,411.0,180597.0,42.0,392.0,460.0,184008.0,42.0,385.0,504.0,186919.0,42.0,278.0,524.0,188835.0,42.0,414.0,533.0,191049.0,42.0,454.0,600.0,193946.0
