presentDay,presentTime,itrm_id,goodsName,shopName,price,price_ave,monthly_sales,comments,miaoshu,fuwu,wuliu,productDescription,seller,info,remarks
2016-08-13,10:56:30,531230951168,韩版宽松连衣裙女夏2016新款中长款网纱假两件套显瘦大码休闲裙子,月下彩袖旗舰店,99.00,,192笔,48,4.8,4.7,4.7,"
廓形: H型
材质成分: 新型聚酯纤维100%
销售渠道类型: 纯电商(只在线上销售)
货号: 8180129
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 中长裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 常规
腰型: 宽松腰
衣门襟: 套头
裙型: 不规则裙
图案: 字母
流行元素/工艺: 不对称 纱网 印花
品牌: 月下彩袖
面料: 其他
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 黑色 白色
尺码: 155/S 160/M 165/L 170/XL 175/XXL 180/XXXL

","
卖家信息




						月下彩袖旗舰店
												


当前主营： 服饰鞋包
所在地区：杭州市 



","


宝贝与描述相符：
4.8分
										----





4.8分
							共4441人
						



91.47%




4.03%




1.96%




0.90%




1.64%






卖家的服务态度：
4.7分
										----





4.7分
							共4441人
						



87.32%




6.71%




2.68%




1.17%




2.12%






物流服务的质量：
4.7分
										----





4.7分
							共4441人
						



87.30%




6.58%




2.72%




1.19%




2.21%




","
""tags"":{""dimenSum"":7,""rateSum"":63,""tagClouds"":[{""count"":15,""id"":""620"",""posi"":true,""tag"":""质量好"",""weight"":0},{""count"":12,""id"":""1722"",""posi"":true,""tag"":""衣衣很舒服"",""weight"":0},{""count"":10,""id"":""222"",""posi"":true,""tag"":""尺寸很准"",""weight"":0},{""count"":10,""id"":""1822"",""posi"":true,""tag"":""穿上好看"",""weight"":0},{""count"":9,""id"":""522"",""posi"":true,""tag"":""版型好"",""weight"":0},{""count"":4,""id"":""720"",""posi"":true,""tag"":""和描述一致"",""weight"":0},{""count"":3,""id"":""1022"",""posi"":true,""tag"":""网纱蛮好"",""weight"":0}]}"
2016-08-13,10:56:30,530944634679,欧莎夏季新款女装裙子中长款黑色印花短袖雪纺连衣裙夏,osa品牌服饰旗舰店,155.00,,192笔,176,4.8,4.8,4.8,,"
卖家信息




						osa品牌服饰旗舰店
												
9
天猫9年店




当前主营： 服饰鞋包
所在地区：深圳 



","


宝贝与描述相符：
4.8分
										33.93%





4.8分
							共111690人
						



92.56%




5.30%




1.30%




0.29%




0.56%






卖家的服务态度：
4.8分
										49.08%





4.8分
							共111690人
						



91.64%




6.40%




1.08%




0.28%




0.60%






物流服务的质量：
4.8分
										49.11%





4.8分
							共111690人
						



91.43%




6.52%




1.17%




0.28%




0.60%




","
""tags"":{""dimenSum"":8,""rateSum"":143,""tagClouds"":[{""count"":33,""id"":""1722"",""posi"":true,""tag"":""衣服很舒服"",""weight"":0},{""count"":27,""id"":""620"",""posi"":true,""tag"":""整体不错"",""weight"":0},{""count"":25,""id"":""1822"",""posi"":true,""tag"":""穿着效果好"",""weight"":0},{""count"":22,""id"":""222"",""posi"":true,""tag"":""码数很准"",""weight"":0},{""count"":16,""id"":""522"",""posi"":true,""tag"":""外形好看"",""weight"":0},{""count"":8,""id"":""10120"",""posi"":true,""tag"":""服务态度好"",""weight"":0},{""count"":7,""id"":""420"",""posi"":true,""tag"":""快递不错"",""weight"":0},{""count"":5,""id"":""122"",""posi"":true,""tag"":""布料好"",""weight"":0}]}"
2016-08-13,10:56:30,44142652151,2016夏季新款欧美性感无袖背心连衣裙修身吊带沙滩裙小碎花短裙女,芊姿铭旗舰店,69.90,,192笔,2.4万,4.8,4.7,4.8,"
材质成分: 粘胶纤维(粘纤)73.8% 聚对苯二甲酸乙二酯(涤纶)22.7% 聚氨酯弹性纤维(氨纶)3.5%
销售渠道类型: 纯电商(只在线上销售)
货号: 008607
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 短裙
款式: 吊带
袖长: 无袖
领型: V领
袖型: 其他
腰型: 高腰
衣门襟: 套头
裙型: 大摆型
图案: 碎花
流行元素/工艺: 荷叶边 露背 印花
品牌: 芊姿铭
面料: 针织
适用年龄: 18-24周岁
年份季节: 2015年夏季
颜色分类: 白色 粉色 绿色 蓝色 黄色 黑色
尺码: S M L XL XXL

","
卖家信息




						芊姿铭旗舰店
												


当前主营： 服饰鞋包
所在地区：广州市 



","


宝贝与描述相符：
4.8分
										8.96%





4.8分
							共1545人
						



92.69%




3.50%




1.49%




0.65%




1.68%






卖家的服务态度：
4.7分
										11.03%





4.7分
							共1545人
						



89.90%




4.85%




2.07%




1.10%




2.07%






物流服务的质量：
4.8分
										17.30%





4.8分
							共1545人
						



90.36%




4.53%




2.14%




1.04%




1.94%




","
""tags"":{""dimenSum"":10,""rateSum"":839,""tagClouds"":[{""count"":190,""id"":""620"",""posi"":true,""tag"":""质量蛮好"",""weight"":0},{""count"":181,""id"":""522"",""posi"":true,""tag"":""式样好"",""weight"":0},{""count"":175,""id"":""1822"",""posi"":true,""tag"":""穿着效果好"",""weight"":0},{""count"":101,""id"":""1722"",""posi"":true,""tag"":""衣服很舒服"",""weight"":0},{""count"":54,""id"":""222"",""posi"":true,""tag"":""尺码很好"",""weight"":0},{""count"":42,""id"":""322"",""posi"":true,""tag"":""颜色挺正"",""weight"":0},{""count"":32,""id"":""122"",""posi"":true,""tag"":""布料好"",""weight"":0},{""count"":30,""id"":""11220"",""posi"":true,""tag"":""没有色差"",""weight"":0},{""count"":24,""id"":""422"",""posi"":true,""tag"":""款式很潮"",""weight"":0},{""count"":10,""id"":""922"",""posi"":true,""tag"":""做工很赞"",""weight"":0}]}"
2016-08-13,10:56:30,526183646894,高梵2016春夏新款纯色插肩袖休闲连衣裙女中长款柔软舒适拼接女装,高梵旗舰店,79.00,,192笔,260,4.8,4.8,4.8,"
廓形: H型
材质成分: 棉94.6% 聚氨酯弹性纤维(氨纶)5.4%
销售渠道类型: 纯电商(只在线上销售)
货号: GQ1610534A
风格: 通勤
通勤: OL风格
组合形式: 单件
裙长: 长裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 连袖
腰型: 宽松腰
衣门襟: 套头
裙型: 其他
图案: 纯色
流行元素/工艺: 口袋 拼接
品牌: 高梵
面料: 针织
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 白色 胭脂红 藕粉色
尺码: 155/S 160/M 165/L 170/XL

","
卖家信息




						高梵旗舰店
												
6
天猫6年店




当前主营： 服饰鞋包
所在地区：合肥 



","


宝贝与描述相符：
4.8分
										14.69%





4.8分
							共19391人
						



91.32%




5.40%




1.88%




0.56%




0.84%






卖家的服务态度：
4.8分
										28.57%





4.8分
							共19392人
						



89.56%




7.08%




1.75%




0.52%




1.10%






物流服务的质量：
4.8分
										32.33%





4.8分
							共19392人
						



89.90%




6.77%




1.74%




0.54%




1.06%




","
""tags"":{""dimenSum"":10,""rateSum"":276,""tagClouds"":[{""count"":73,""id"":""1722"",""posi"":true,""tag"":""很舒适"",""weight"":0},{""count"":53,""id"":""620"",""posi"":true,""tag"":""质量好"",""weight"":0},{""count"":33,""id"":""122"",""posi"":true,""tag"":""料子不错"",""weight"":0},{""count"":28,""id"":""222"",""posi"":true,""tag"":""尺码很好"",""weight"":0},{""count"":20,""id"":""322"",""posi"":true,""tag"":""颜色很美"",""weight"":0},{""count"":19,""id"":""522"",""posi"":true,""tag"":""式样好"",""weight"":0},{""count"":19,""id"":""1822"",""posi"":true,""tag"":""穿着漂亮"",""weight"":0},{""count"":11,""id"":""922"",""posi"":true,""tag"":""做工不错"",""weight"":0},{""count"":10,""id"":""11220"",""posi"":true,""tag"":""没有色差"",""weight"":0},{""count"":10,""id"":""422"",""posi"":true,""tag"":""款式蛮好"",""weight"":0}]}"
2016-08-13,10:56:30,45536744437,永恒颜色2015夏装新款女装 时尚网格修身蕾丝雪纺连衣裙H22076025,永恒颜色旗舰店,299.00,,192笔,153,4.9,4.9,4.9,"
廓形: X型
材质成分: 聚酯纤维100%
销售渠道类型: 纯电商(只在线上销售)
货号: H22076025
风格: 通勤
通勤: 淑女
组合形式: 单件
裙长: 中长裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 其他
腰型: 高腰
衣门襟: 套头
裙型: 其他
图案: 纯色
流行元素/工艺: 蕾丝
品牌: Eternal．Color/永恒颜色
面料: 雪纺
适用年龄: 35-39周岁
年份季节: 2015年春季
颜色分类: 23/浅兰 69/粉紫
尺码: S M L XL XXL

","
卖家信息




						永恒颜色旗舰店
												
6
天猫6年店




当前主营： 服饰鞋包
所在地区：杭州 



","


宝贝与描述相符：
4.8分
										14.69%





4.8分
							共19391人
						



91.32%




5.40%




1.88%




0.56%




0.84%






卖家的服务态度：
4.8分
										28.57%





4.8分
							共19392人
						



89.56%




7.08%




1.75%




0.52%




1.10%






物流服务的质量：
4.8分
										32.33%





4.8分
							共19392人
						



89.90%




6.77%




1.74%




0.54%




1.06%




","
""tags"":{""dimenSum"":10,""rateSum"":126,""tagClouds"":[{""count"":25,""id"":""522"",""posi"":true,""tag"":""版式好"",""weight"":0},{""count"":19,""id"":""222"",""posi"":true,""tag"":""尺码很准"",""weight"":0},{""count"":17,""id"":""620"",""posi"":true,""tag"":""衣服不错"",""weight"":0},{""count"":17,""id"":""520"",""posi"":true,""tag"":""很划算"",""weight"":0},{""count"":15,""id"":""1822"",""posi"":true,""tag"":""穿着美"",""weight"":0},{""count"":8,""id"":""722"",""posi"":true,""tag"":""正品"",""weight"":0},{""count"":8,""id"":""10120"",""posi"":true,""tag"":""态度不错"",""weight"":0},{""count"":7,""id"":""322"",""posi"":true,""tag"":""颜色很好"",""weight"":0},{""count"":5,""id"":""922"",""posi"":true,""tag"":""做工很好"",""weight"":0},{""count"":5,""id"":""420"",""posi"":true,""tag"":""快递不错"",""weight"":0}]}"
2016-08-13,10:56:30,529348107527,2016夏季欧美女装短袖棉麻拼接黑白撞色宽松真丝连衣裙夏大码裙子,韵裳旗舰店,499.00,,191笔,157,4.7,4.8,4.8,,"
卖家信息




						韵裳旗舰店
												
3
天猫3年店




当前主营： 服饰鞋包
所在地区：杭州市 



","


宝贝与描述相符：
4.7分
										1.00%





4.7分
							共829人
						



89.51%




4.70%




2.77%




0.84%




2.17%






卖家的服务态度：
4.8分
										20.23%





4.8分
							共829人
						



91.31%




4.34%




1.45%




0.36%




2.53%






物流服务的质量：
4.8分
										25.97%





4.8分
							共829人
						



91.68%




3.98%




1.69%




0.36%




2.29%




","
""tags"":{""dimenSum"":9,""rateSum"":309,""tagClouds"":[{""count"":63,""id"":""620"",""posi"":true,""tag"":""质量蛮好"",""weight"":0},{""count"":55,""id"":""1722"",""posi"":true,""tag"":""衣服很舒服"",""weight"":0},{""count"":46,""id"":""1822"",""posi"":true,""tag"":""穿着效果好"",""weight"":0},{""count"":44,""id"":""122"",""posi"":true,""tag"":""布料好"",""weight"":0},{""count"":27,""id"":""522"",""posi"":true,""tag"":""版型好"",""weight"":0},{""count"":25,""id"":""420"",""posi"":true,""tag"":""快递不错"",""weight"":0},{""count"":20,""id"":""922"",""posi"":true,""tag"":""做工很赞"",""weight"":0},{""count"":17,""id"":""422"",""posi"":true,""tag"":""款式很潮"",""weight"":0},{""count"":12,""id"":""222"",""posi"":true,""tag"":""尺寸很准"",""weight"":0}]}"
2016-08-13,10:56:30,532668700103,伊芙丽2016夏新款拼接条纹衬衫裙蝴蝶结系带纯棉连衣裙高腰中裙女,伊芙丽官方旗舰,319.00,,191笔,219,4.9,4.8,4.8,"
材质成分: 棉100%
销售渠道类型: 纯电商(只在线上销售)
货号: 6160612192211
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 中裙
款式: 其他/other
袖长: 短袖
领型: 方领
袖型: 连袖
腰型: 松紧腰
衣门襟: 单排扣
裙型: 其他
图案: 条纹
流行元素/工艺: 系带
品牌: 伊芙丽
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 红色
尺码: S M L XL

","
卖家信息




						伊芙丽旗舰店
												
6
天猫6年店




当前主营： 服饰鞋包
所在地区：杭州 



","


宝贝与描述相符：
4.9分
										40.78%





4.9分
							共85442人
						



93.58%




4.39%




1.19%




0.27%




0.56%






卖家的服务态度：
4.8分
										52.00%





4.8分
							共85442人
						



92.15%




5.99%




1.03%




0.24%




0.58%






物流服务的质量：
4.8分
										53.34%





4.8分
							共85442人
						



92.26%




5.80%




1.09%




0.24%




0.59%




","
""tags"":{""dimenSum"":8,""rateSum"":180,""tagClouds"":[{""count"":44,""id"":""1722"",""posi"":true,""tag"":""衣服很舒服"",""weight"":0},{""count"":33,""id"":""1822"",""posi"":true,""tag"":""穿着效果好"",""weight"":0},{""count"":31,""id"":""620"",""posi"":true,""tag"":""质量蛮好"",""weight"":0},{""count"":29,""id"":""522"",""posi"":true,""tag"":""版型好"",""weight"":0},{""count"":15,""id"":""122"",""posi"":true,""tag"":""布料好"",""weight"":0},{""count"":12,""id"":""422"",""posi"":true,""tag"":""款式很潮"",""weight"":0},{""count"":9,""id"":""220"",""posi"":true,""tag"":""包装不错"",""weight"":0},{""count"":7,""id"":""420"",""posi"":true,""tag"":""快递不错"",""weight"":0}]}"
2016-08-13,10:56:30,528848154745,套装裙子两件套无袖中裙 2016夏季新款女装 韩版雪纺中长款连衣裙,一米阳光服饰旗舰店,179.00,,191笔,451,4.8,4.7,4.8,"
廓形: A型
材质成分: 聚酯纤维100%
销售渠道类型: 纯电商(只在线上销售)
货号: 53278
风格: 通勤
通勤: 韩版
组合形式: 两件套
裙长: 中裙
款式: 其他/other
袖长: 无袖
领型: 圆领
袖型: 常规
腰型: 高腰
衣门襟: 套头
裙型: A字裙
图案: 条纹
流行元素/工艺: 蝴蝶结 荷叶边 抽褶 系带 纱网
品牌: 一米阳光
面料: 其他
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 黑色
尺码: S M L XL

","
卖家信息




						一米阳光服饰旗舰店
												
5
天猫5年店




当前主营： 服饰鞋包
所在地区：杭州 



","


宝贝与描述相符：
4.8分
										8.96%





4.8分
							共110490人
						



91.54%




4.83%




1.77%




0.64%




1.21%






卖家的服务态度：
4.7分
										12.11%





4.7分
							共110490人
						



88.59%




6.76%




2.13%




0.79%




1.74%






物流服务的质量：
4.8分
										19.10%





4.8分
							共110490人
						



89.03%




6.58%




2.07%




0.72%




1.59%




","
""tags"":{""dimenSum"":9,""rateSum"":522,""tagClouds"":[{""count"":141,""id"":""620"",""posi"":true,""tag"":""衣服不错"",""weight"":0},{""count"":80,""id"":""1822"",""posi"":true,""tag"":""穿着美"",""weight"":0},{""count"":74,""id"":""522"",""posi"":true,""tag"":""版型好"",""weight"":0},{""count"":64,""id"":""1722"",""posi"":true,""tag"":""很舒服"",""weight"":0},{""count"":61,""id"":""222"",""posi"":true,""tag"":""尺寸很准"",""weight"":0},{""count"":35,""id"":""422"",""posi"":true,""tag"":""款式好"",""weight"":0},{""count"":28,""id"":""122"",""posi"":true,""tag"":""面料好"",""weight"":0},{""count"":20,""id"":""922"",""posi"":true,""tag"":""做工很好"",""weight"":0},{""count"":19,""id"":""1120"",""posi"":true,""tag"":""人群"",""weight"":0}]}"
2016-08-13,10:56:30,535593572352,ZARA TRF 女装 叠层装饰连衣裙 01165116300,ZARA官方旗舰店,169.00,,191笔,20,4.8,4.8,4.8,"
材质成分: 聚酯纤维97% 聚氨酯弹性纤维(氨纶)3%
销售渠道类型: 商场同款(线上线下都销售)
货号: 01165116300-19
风格: 街头
街头: 欧美
组合形式: 单件
裙长: 短裙
款式: 其他/other
袖长: 短袖
领型: 圆领
衣门襟: 套头
图案: 纯色
流行元素/工艺: 镂空 褶皱
品牌: ZARA
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 黄色
尺码: S (165/84A) M (170/88A) L (175/96A)

","
卖家信息




						zara官方旗舰店
												


当前主营： 服饰鞋包
所在地区：上海 



","


宝贝与描述相符：
4.8分
										29.92%





4.8分
							共763269人
						



93.57%




3.63%




1.39%




0.39%




1.02%






卖家的服务态度：
4.8分
										41.98%





4.8分
							共763269人
						



92.15%




5.05%




1.24%




0.35%




1.21%






物流服务的质量：
4.8分
										54.31%





4.8分
							共763269人
						



93.41%




4.42%




0.97%




0.26%




0.93%




","
""tags"":{""dimenSum"":0,""rateSum"":0,""tagClouds"":[]}"
2016-08-13,10:56:30,524761711297,Vero Moda2016新品七分袖衬衫领A摆连衣裙316161016,veromoda官方旗舰店,299.50,,191笔,172,4.8,4.8,4.8,"
廓形: A型
材质成分: 粘胶纤维(粘纤)46.6% 其他53.4%
销售渠道类型: 商场同款(线上线下都销售)
货号: 316161016
风格: 通勤
通勤: 简约
组合形式: 单件
裙长: 中裙
款式: 其他/other
袖长: 七分袖
领型: POLO领
袖型: 常规
腰型: 宽松腰
衣门襟: 拉链
裙型: A字裙
图案: 纯色
流行元素/工艺: 撞色裙摆
品牌: Vero Moda
面料: 其他
适用年龄: 25-29周岁
年份季节: 2016年春季
颜色分类: 010黑
尺码: 155/76A/XS 160/80A/S 165/84A/M 170/88A/L 175/92A/XL 180/96A/XXL

","
卖家信息




						veromoda官方旗舰店
												
7
天猫7年店




当前主营： 服饰鞋包
所在地区：天津 



","


宝贝与描述相符：
4.8分
										17.69%





4.8分
							共302261人
						



92.34%




4.47%




1.53%




0.45%




1.20%






卖家的服务态度：
4.8分
										25.34%





4.8分
							共302261人
						



90.07%




6.26%




1.59%




0.48%




1.60%






物流服务的质量：
4.8分
										32.67%





4.8分
							共302261人
						



90.57%




6.04%




1.57%




0.43%




1.39%




","
""tags"":{""dimenSum"":9,""rateSum"":123,""tagClouds"":[{""count"":28,""id"":""620"",""posi"":true,""tag"":""衣服不错"",""weight"":0},{""count"":28,""id"":""1822"",""posi"":true,""tag"":""穿着美"",""weight"":0},{""count"":24,""id"":""522"",""posi"":true,""tag"":""版型漂亮"",""weight"":0},{""count"":20,""id"":""622"",""posi"":true,""tag"":""衣服厚实"",""weight"":0},{""count"":8,""id"":""222"",""posi"":true,""tag"":""大小合适"",""weight"":0},{""count"":4,""id"":""420"",""posi"":true,""tag"":""快递不错"",""weight"":0},{""count"":4,""id"":""422"",""posi"":true,""tag"":""款式好"",""weight"":0},{""count"":4,""id"":""122"",""posi"":true,""tag"":""面料好"",""weight"":0},{""count"":3,""id"":""520"",""posi"":true,""tag"":""很划算"",""weight"":0}]}"
