presentDay,presentTime,itrm_id,goodsName,shopName,price,price_ave,monthly_sales,comments,miaoshu,fuwu,wuliu,productDescription,seller,info,remarks
2016-08-13,10:56:30,532100845683,2016新款复古刺绣牛仔连衣裙女夏短袖薄款V领宽松韩版夏季显瘦A字,薇薇家服饰旗舰店,168.00,,136笔,58,4.8,4.7,4.7,"
廓形: A型
材质成分: 棉95% 其他5%
销售渠道类型: 纯电商(只在线上销售)
货号: WWJ1815
风格: 通勤
通勤: 复古
组合形式: 单件
裙长: 短裙
袖长: 短袖
领型: V领
袖型: 常规
腰型: 高腰
衣门襟: 套头
裙型: A字裙
图案: 纯色
流行元素/工艺: 口袋
品牌: 薇薇家
面料: 牛仔布
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 蓝色
尺码: M L XL

","
卖家信息




						薇薇家服饰旗舰店
												
3
天猫3年店




当前主营： 服饰鞋包
所在地区：杭州市 



","


宝贝与描述相符：
4.8分
										----





4.8分
							共17796人
						



91.22%




3.97%




2.39%




0.84%




1.58%






卖家的服务态度：
4.7分
										2.10%





4.7分
							共17796人
						



87.68%




6.73%




2.73%




1.00%




1.87%






物流服务的质量：
4.7分
										----





4.7分
							共17796人
						



87.37%




6.70%




2.76%




1.09%




2.08%




","
""tags"":{""dimenSum"":8,""rateSum"":59,""tagClouds"":[{""count"":15,""id"":""1722"",""posi"":true,""tag"":""衣服很舒服"",""weight"":0},{""count"":12,""id"":""620"",""posi"":true,""tag"":""整体不错"",""weight"":0},{""count"":10,""id"":""522"",""posi"":true,""tag"":""版型好"",""weight"":0},{""count"":8,""id"":""1822"",""posi"":true,""tag"":""穿着效果好"",""weight"":0},{""count"":4,""id"":""322"",""posi"":true,""tag"":""颜色挺正"",""weight"":0},{""count"":4,""id"":""10120"",""posi"":true,""tag"":""服务态度好"",""weight"":0},{""count"":3,""id"":""420"",""posi"":true,""tag"":""快递不错"",""weight"":0},{""count"":3,""id"":""10420"",""posi"":true,""tag"":""发货快"",""weight"":0}]}"
2016-08-13,10:56:30,527024871612,伊顿珍妮夏季新款中长款修身高腰a字打底短裙学生运动polo连衣裙,etongenius旗舰店,99.00,,136笔,113,4.8,4.8,4.8,"
廓形: A型
材质成分: 棉60% 聚酯纤维40%
销售渠道类型: 纯电商(只在线上销售)
货号: G16L213
风格: 甜美
甜美: 学院
组合形式: 单件
裙长: 中长裙
款式: 其他/other
袖长: 短袖
领型: POLO领
袖型: 其他
腰型: 中腰
衣门襟: 套头
裙型: 百褶裙
图案: 纯色
品牌: Etongenius
面料: 其他
适用年龄: 18-24周岁
年份季节: 2016年春季
颜色分类: 浅灰白色G16L216 藏青浅灰G16L214 墨绿浅灰G16L215 枣红白色G16L213
尺码: S M L XL

","
卖家信息




						etongenius旗舰店
												
5
天猫5年店




当前主营： 服饰鞋包
所在地区：南京 



","


宝贝与描述相符：
4.8分
										37.68%





4.8分
							共17478人
						



93.63%




4.07%




1.30%




0.30%




0.70%






卖家的服务态度：
4.8分
										41.39%





4.8分
							共17478人
						



91.70%




5.58%




1.28%




0.33%




1.11%






物流服务的质量：
4.8分
										44.16%





4.8分
							共17478人
						



91.62%




5.78%




1.28%




0.33%




0.99%




","
""tags"":{""dimenSum"":10,""rateSum"":94,""tagClouds"":[{""count"":22,""id"":""620"",""posi"":true,""tag"":""质量不错"",""weight"":0},{""count"":18,""id"":""522"",""posi"":true,""tag"":""版型好"",""weight"":0},{""count"":15,""id"":""222"",""posi"":true,""tag"":""尺寸很准"",""weight"":0},{""count"":10,""id"":""1722"",""posi"":true,""tag"":""衣衣很舒服"",""weight"":0},{""count"":7,""id"":""1822"",""posi"":true,""tag"":""穿上好看"",""weight"":0},{""count"":6,""id"":""1120"",""posi"":true,""tag"":""人群"",""weight"":0},{""count"":6,""id"":""422"",""posi"":true,""tag"":""款式很好"",""weight"":0},{""count"":4,""id"":""10120"",""posi"":true,""tag"":""服务不错"",""weight"":0},{""count"":3,""id"":""720"",""posi"":true,""tag"":""和描述一致"",""weight"":0},{""count"":3,""id"":""220"",""posi"":true,""tag"":""包装很好"",""weight"":0}]}"
2016-08-13,10:56:30,532714620594,2016夏季新款无袖棉麻背心连衣裙两件套开衫印花中长款亚麻裙子女,靓思黛旗舰店,148.00,,136笔,66,4.7,4.7,4.7,,"
卖家信息




						靓思黛旗舰店
												
3
天猫3年店




当前主营： 服饰鞋包
所在地区：杭州市 



","


宝贝与描述相符：
4.7分
										0.97%





4.7分
							共10034人
						



89.22%




4.95%




2.96%




1.05%




1.82%






卖家的服务态度：
4.7分
										----





4.7分
							共10034人
						



86.47%




7.54%




2.68%




1.28%




2.03%






物流服务的质量：
4.7分
										1.77%





4.7分
							共10034人
						



87.12%




7.42%




2.41%




1.04%




2.00%




",
2016-08-13,10:56:30,533766173215,新款夏波西米亚沙滩裙撞色连衣裙原创设计度假露背长裙泰国旅游裙,弥古旗舰店,158.90,,136笔,17,4.8,4.8,4.8,"
廓形: H型
材质成分: 其他100%
货号: M6061#Q1211
风格: 甜美
甜美: 波西米亚
组合形式: 单件
裙长: 长裙
款式: 挂脖式
袖长: 无袖
领型: V领
腰型: 松紧腰
衣门襟: 套头
裙型: 大摆型
图案: 纯色
流行元素/工艺: 露背 拼接 绑带
品牌: 弥古
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 藏蓝与红
尺码: S M L

","
卖家信息




						弥古旗舰店
												
4
天猫4年店




当前主营： 服饰鞋包
所在地区：佛山市 



","


宝贝与描述相符：
4.7分
										0.97%





4.7分
							共10034人
						



89.22%




4.95%




2.96%




1.05%




1.82%






卖家的服务态度：
4.7分
										----





4.7分
							共10034人
						



86.47%




7.54%




2.68%




1.28%




2.03%






物流服务的质量：
4.7分
										1.77%





4.7分
							共10034人
						



87.12%




7.42%




2.41%




1.04%




2.00%




",
2016-08-13,10:56:30,529320573807,2016春夏装新款韩版名媛小香风连衣裙女短袖修身A字裙连衣短裙潮,美莹芬旗舰店,68.80,,136笔,221,4.8,4.7,4.7,"
廓形: A型
材质成分: 其他100%
销售渠道类型: 纯电商(只在线上销售)
货号: MYF3290116
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 短裙
袖长: 短袖
领型: 圆领
袖型: 常规
腰型: 高腰
裙型: A字裙
图案: 花色
流行元素/工艺: 拼接 蕾丝
品牌: 美莹芬
面料: 蕾丝
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 白
尺码: S M L XL

","
卖家信息




						美莹芬旗舰店
												


当前主营： 服饰鞋包
所在地区：广州 



","


宝贝与描述相符：
4.8分
										----





4.8分
							共3169人
						



91.54%




3.41%




2.02%




1.26%




1.77%






卖家的服务态度：
4.7分
										----





4.7分
							共3169人
						



88.61%




5.33%




2.56%




1.42%




2.08%






物流服务的质量：
4.7分
										7.29%





4.7分
							共3169人
						



88.80%




5.59%




2.40%




1.20%




2.02%




","
""tags"":{""dimenSum"":10,""rateSum"":393,""tagClouds"":[{""count"":90,""id"":""620"",""posi"":true,""tag"":""整体不错"",""weight"":0},{""count"":60,""id"":""522"",""posi"":true,""tag"":""外形好看"",""weight"":0},{""count"":56,""id"":""1822"",""posi"":true,""tag"":""穿着效果好"",""weight"":0},{""count"":43,""id"":""1722"",""posi"":true,""tag"":""衣服很舒服"",""weight"":0},{""count"":35,""id"":""222"",""posi"":true,""tag"":""码数很准"",""weight"":0},{""count"":34,""id"":""422"",""posi"":true,""tag"":""款式漂亮"",""weight"":0},{""count"":28,""id"":""922"",""posi"":true,""tag"":""做工很赞"",""weight"":0},{""count"":20,""id"":""122"",""posi"":true,""tag"":""布料好"",""weight"":0},{""count"":17,""id"":""11220"",""posi"":true,""tag"":""没有色差"",""weight"":0},{""count"":10,""id"":""322"",""posi"":true,""tag"":""颜色挺正"",""weight"":0}]}"
2016-08-13,10:56:30,528332083760,ZARA TRF 女装 基本款连衣裙 05644184800,ZARA官方旗舰店,139.00,,136笔,52,4.8,4.8,4.8,"
材质成分: 聚酯纤维71% 粘胶纤维(粘纤)23% 聚氨酯弹性纤维(氨纶)6%
销售渠道类型: 商场同款(线上线下都销售)
货号: 05644184800-20
风格: 街头
街头: 欧美
组合形式: 单件
裙长: 中裙
款式: 其他/other
袖长: 无袖
领型: 圆领
衣门襟: 套头
图案: 纯色
流行元素/工艺: 螺纹
品牌: ZARA
适用年龄: 25-29周岁
年份季节: 2016年春季
颜色分类: 黑色
尺码: S (165/84A) M (170/88A) L (175/96A) XL (175/100A)

","
卖家信息




						zara官方旗舰店
												


当前主营： 服饰鞋包
所在地区：上海 



","


宝贝与描述相符：
4.8分
										29.92%





4.8分
							共763269人
						



93.57%




3.63%




1.39%




0.39%




1.02%






卖家的服务态度：
4.8分
										41.98%





4.8分
							共763269人
						



92.15%




5.05%




1.24%




0.35%




1.21%






物流服务的质量：
4.8分
										54.31%





4.8分
							共763269人
						



93.41%




4.42%




0.97%




0.26%




0.93%




","
""tags"":{""dimenSum"":6,""rateSum"":28,""tagClouds"":[{""count"":6,""id"":""522"",""posi"":true,""tag"":""版型漂亮"",""weight"":0},{""count"":6,""id"":""620"",""posi"":true,""tag"":""质量好"",""weight"":0},{""count"":5,""id"":""1822"",""posi"":true,""tag"":""穿上好看"",""weight"":0},{""count"":4,""id"":""222"",""posi"":true,""tag"":""大小合适"",""weight"":0},{""count"":4,""id"":""1722"",""posi"":true,""tag"":""衣衣很舒服"",""weight"":0},{""count"":3,""id"":""420"",""posi"":true,""tag"":""物流快"",""weight"":0}]}"
2016-08-13,10:56:30,533227879862,谜秀 吊带连衣裙女夏季中长款韩版修身露肩裙子2016夏装新款女装,谜秀旗舰店,85.00,,136笔,81,4.8,4.7,4.7,"
廓形: A型
材质成分: 聚酯纤维60% 棉35% 聚氨酯弹性纤维(氨纶)5%
销售渠道类型: 纯电商(只在线上销售)
货号: MX16B0833
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 短裙
款式: 其他/other
袖长: 无袖
领型: 圆领
袖型: 常规
腰型: 高腰
衣门襟: 套头
裙型: A字裙
图案: 条纹
流行元素/工艺: 露肩
品牌: 谜秀
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 黑白条纹
尺码: S M L

","
卖家信息




						谜秀旗舰店
												
5
天猫5年店




当前主营： 服饰鞋包
所在地区：广州 



","


宝贝与描述相符：
4.8分
										29.92%





4.8分
							共763269人
						



93.57%




3.63%




1.39%




0.39%




1.02%






卖家的服务态度：
4.8分
										41.98%





4.8分
							共763269人
						



92.15%




5.05%




1.24%




0.35%




1.21%






物流服务的质量：
4.8分
										54.31%





4.8分
							共763269人
						



93.41%




4.42%




0.97%




0.26%




0.93%




","
""tags"":{""dimenSum"":6,""rateSum"":57,""tagClouds"":[{""count"":13,""id"":""620"",""posi"":true,""tag"":""质量好"",""weight"":0},{""count"":12,""id"":""1822"",""posi"":true,""tag"":""穿着漂亮"",""weight"":0},{""count"":11,""id"":""522"",""posi"":true,""tag"":""版型好看"",""weight"":0},{""count"":8,""id"":""422"",""posi"":true,""tag"":""款式蛮好"",""weight"":0},{""count"":7,""id"":""622"",""posi"":true,""tag"":""挺厚实的"",""weight"":0},{""count"":6,""id"":""1722"",""posi"":true,""tag"":""很舒适"",""weight"":0}]}"
2016-08-13,10:56:30,527299301137,牛仔背带裙女2016夏装韩版修身短袖背带牛仔连衣裙中裙吊带裙森系,零五七一世家圣毅专卖店,128.00,,136笔,998,4.8,4.8,4.8,"
廓形: A型
材质成分: 棉70.8% 聚酯纤维22.2% 粘胶纤维(粘纤)6% 其他1%
销售渠道类型: 纯电商(只在线上销售)
货号: LW16A3010
风格: 通勤
通勤: 韩版
组合形式: 两件套
裙长: 中裙
款式: 背带
袖长: 短袖
领型: 圆领
袖型: 常规
腰型: 宽松腰
衣门襟: 套头
裙型: A字裙
图案: 纯色
流行元素/工艺: 贴布 口袋 拼接 立体装饰 背带 纽扣
品牌: 零五七一世家
面料: 牛仔布
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 牛仔裙+白T恤 牛仔裙+条纹T恤
尺码: S M L XL

","
卖家信息




						零五七一世家圣毅专卖店
												
3
天猫3年店




当前主营： 服饰鞋包
所在地区：杭州市 



","


宝贝与描述相符：
4.8分
										9.72%





4.8分
							共10367人
						



91.59%




4.58%




2.10%




0.68%




1.05%






卖家的服务态度：
4.8分
										22.29%





4.8分
							共10367人
						



88.88%




7.31%




1.89%




0.79%




1.13%






物流服务的质量：
4.8分
										26.09%





4.8分
							共10367人
						



89.24%




6.95%




1.95%




0.68%




1.18%




","
""tags"":{""dimenSum"":8,""rateSum"":790,""tagClouds"":[{""count"":309,""id"":""620"",""posi"":true,""tag"":""衣服不错"",""weight"":0},{""count"":138,""id"":""522"",""posi"":true,""tag"":""板型很好"",""weight"":0},{""count"":126,""id"":""1822"",""posi"":true,""tag"":""穿着美"",""weight"":0},{""count"":82,""id"":""222"",""posi"":true,""tag"":""码子很准"",""weight"":0},{""count"":44,""id"":""1722"",""posi"":true,""tag"":""很舒服"",""weight"":0},{""count"":41,""id"":""422"",""posi"":true,""tag"":""款式好"",""weight"":0},{""count"":37,""id"":""122"",""posi"":true,""tag"":""面料好"",""weight"":0},{""count"":13,""id"":""922"",""posi"":true,""tag"":""做工很好"",""weight"":0}]}"
2016-08-13,10:56:30,530474328498,拉夏贝尔拉贝缇2016夏新款玩趣印花卫衣型短款连衣裙 女60004360,拉夏贝尔官方旗舰,99.50,,136笔,71,4.8,4.7,4.7,"
材质成分: 棉100%
销售渠道类型: 商场同款(线上线下都销售)
货号: 60004360
风格: 街头
街头: 运动休闲
组合形式: 单件
裙长: 短裙
袖长: 短袖
领型: 圆领
衣门襟: 套头
图案: 卡通动漫
品牌: La Babite
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 夹花灰
尺码: S M L

","
卖家信息




						拉夏贝尔官方旗舰
												
3
天猫3年店




当前主营： 服饰鞋包
所在地区：上海 



","


宝贝与描述相符：
4.8分
										0.58%





4.8分
							共162845人
						



89.48%




5.78%




2.31%




0.67%




1.76%






卖家的服务态度：
4.7分
										----





4.7分
							共162845人
						



86.38%




8.01%




2.37%




0.78%




2.46%






物流服务的质量：
4.7分
										1.81%





4.7分
							共162845人
						



86.97%




7.82%




2.30%




0.69%




2.22%




","
""tags"":{""dimenSum"":5,""rateSum"":39,""tagClouds"":[{""count"":10,""id"":""620"",""posi"":true,""tag"":""质量不错"",""weight"":0},{""count"":10,""id"":""1722"",""posi"":true,""tag"":""很舒适"",""weight"":0},{""count"":7,""id"":""1822"",""posi"":true,""tag"":""穿着漂亮"",""weight"":0},{""count"":6,""id"":""520"",""posi"":true,""tag"":""划算"",""weight"":0},{""count"":6,""id"":""522"",""posi"":true,""tag"":""版式好"",""weight"":0}]}"
2016-08-13,10:56:30,45091516456,2016性感女神沙滩裙波西米亚雪纺连衣裙夏大码显瘦吊带裙海滩长裙,香迪莎旗舰店,138.00,,136笔,1172,4.8,4.8,4.8,"
材质成分: 聚酯纤维100%
货号: XDS0875778X
风格: 甜美
甜美: 波西米亚
组合形式: 单件
裙长: 中长裙
袖长: 无袖
领型: V领
袖型: 常规
腰型: 中腰
裙型: 大摆型
图案: 大花
品牌: 香迪莎
面料: 其他
适用年龄: 30-34周岁
年份季节: 2016年夏季
颜色分类: 图片色
尺码: S M L XL XXL XXXL

","
卖家信息




						香迪莎旗舰店
												


当前主营： 服饰鞋包
所在地区：嘉兴市 



","


宝贝与描述相符：
4.8分
										7.70%





4.8分
							共3914人
						



92.16%




3.83%




1.87%




0.79%




1.35%






卖家的服务态度：
4.8分
										24.24%





4.8分
							共3914人
						



90.60%




4.98%




2.12%




0.89%




1.41%






物流服务的质量：
4.8分
										28.05%





4.8分
							共3914人
						



90.80%




4.91%




2.02%




0.92%




1.35%




","
""tags"":{""dimenSum"":10,""rateSum"":653,""tagClouds"":[{""count"":149,""id"":""620"",""posi"":true,""tag"":""宝贝很赞"",""weight"":0},{""count"":136,""id"":""522"",""posi"":true,""tag"":""板型很好"",""weight"":0},{""count"":100,""id"":""1822"",""posi"":true,""tag"":""穿上好看"",""weight"":0},{""count"":64,""id"":""1722"",""posi"":true,""tag"":""衣衣很舒服"",""weight"":0},{""count"":51,""id"":""322"",""posi"":true,""tag"":""色彩很好"",""weight"":0},{""count"":48,""id"":""222"",""posi"":true,""tag"":""码子很准"",""weight"":0},{""count"":34,""id"":""122"",""posi"":true,""tag"":""料子好"",""weight"":0},{""count"":28,""id"":""11220"",""posi"":true,""tag"":""没有色差"",""weight"":0},{""count"":24,""id"":""422"",""posi"":true,""tag"":""款式好看"",""weight"":0},{""count"":19,""id"":""922"",""posi"":true,""tag"":""做工好"",""weight"":0}]}"
