ID,电影名,地区,导演,主演,类型,特色,评分,评分标准差
1304641,红磨坊,澳大利亚,巴兹·鲁赫曼,妮可·基德曼|伊万·麦克格雷格|约翰·雷吉扎莫|吉姆·布劳德本特|理查德·劳斯伯格,爱情|剧情|喜剧|音乐|歌舞,女性|感人|经典|文艺,7.9,1.351297283622832
1304643,侏罗纪公园3,美国,乔·庄斯顿,山姆·尼尔|威廉姆·H·梅西|蒂娅·里欧妮|亚历桑德罗·尼沃拉|特拉沃·摩根,剧情|惊悚|恐怖|科幻|冒险|灾难|动作,经典,7.0,1.2579813529152406
1304854,律政俏佳人,美国,罗伯特·路克蒂克,瑞茜·威瑟斯彭|卢克·威尔逊|塞尔玛·布莱尔|马修·戴维斯|维克多·加博,爱情|剧情|喜剧,女性|励志|青春|搞笑|经典,7.2,1.3370622857652301
1304898,训练日,澳大利亚,安东尼·福奎阿,丹泽尔·华盛顿|伊桑·霍克|斯科特·格伦|汤姆·贝伦杰|哈里斯·于林,犯罪|剧情|惊悚|悬疑|动作,经典|黑帮,7.9,1.242666510255389
1304899,速度与激情,美国,罗伯·科恩,范·迪塞尔|保罗·沃克|乔丹娜·布鲁斯特|米歇尔·罗德里格兹|尹成植,动作|冒险|犯罪|剧情,经典,7.6,1.222341550136245
1305053,红龙,德国,布莱特·拉特纳,安东尼·霍普金斯|爱德华·诺顿|拉尔夫·费因斯|哈威·凯特尔|艾米丽·沃森,剧情|犯罪|惊悚|恐怖|悬疑,经典,7.7,1.2409102097593623
1305065,公主日记,美国,盖瑞·马歇尔,安妮·海瑟薇|朱莉·安德鲁斯|赫克托·埃里仲杜|希瑟·玛塔拉佐|曼迪·摩尔,剧情|爱情|喜剧,搞笑|经典|励志|青春,7.5,1.2328676835743184
1305164,甜蜜蜜,中国香港,陈可辛,黎明|张曼玉|杨恭如|曾志伟|杜可风,爱情|音乐|剧情,女性|感人|经典|文艺,8.8,1.5480817995931353
1305306,心慌方2：超立方体,加拿大,安德列·塞库拉,卡瑞·玛切特|格兰特·维恩·戴维斯|Matthew Ferguson,剧情|惊悚|恐怖|悬疑|科幻,经典,6.7,1.2850007634643474
1305333,终结者3,德国,乔纳森·莫斯托,阿诺·施瓦辛格|尼克·斯塔尔|克莱尔·丹妮丝|克里斯塔娜·洛肯,科幻|惊悚|动作|剧情,经典,7.1,1.2026386913405438
1305487,猫鼠游戏,加拿大,史蒂文·斯皮尔伯格,莱昂纳多·迪卡普里奥|汤姆·汉克斯|克里斯托弗·沃肯|马丁·辛|艾米·亚当斯,犯罪|剧情|喜剧|悬疑|传记,经典,8.8,1.3554439142204395
1305541,缘分天注定,美国,彼德·切尔瑟姆,约翰·库萨克|凯特·贝金赛尔|布丽姬·穆娜|杰里米·皮文|尤金·列维,爱情|剧情|喜剧|奇幻,经典|文艺,7.5,1.3216403739714564
1305666,时时刻刻,英国,史蒂芬·戴德利,梅丽尔·斯特里普|朱丽安·摩尔|妮可·基德曼|艾德·哈里斯|托妮·科莱特,传记|剧情,女性|经典|文艺,8.5,1.4739945627472624
1305725,大卫·戈尔的一生,德国,艾伦·帕克,凯文·史派西|凯特·温丝莱特|劳拉·琳妮|加布里埃尔·曼|梅丽莎·麦卡西,惊悚|悬疑|犯罪|剧情,经典,8.6,1.462372326916283
1305903,心慌方,加拿大,文森佐·纳塔利,妮可·德波儿|Nicky Guadagni|大卫·休莱特|安德鲁·米勒|毛里斯·迪恩·温特,剧情|犯罪|惊悚|恐怖|悬疑|科幻,经典,7.9,1.3346536915204208
1306029,美丽心灵,美国,朗·霍华德,罗素·克劳|艾德·哈里斯|詹妮弗·康纳利|克里斯托弗·普卢默|保罗·贝坦尼,传记|悬疑|爱情|剧情,感人|经典|励志|文艺,8.9,1.4741227547408402
1306154,罗密欧与朱丽叶,意大利,佛朗哥·泽菲雷里,莱昂纳德·怀廷|奥丽维娅·赫西|约翰·麦克埃尼|米罗·奥西|帕特·海伍德,爱情|剧情|犯罪|音乐|历史|歌舞,感人|经典|文艺|青春,8.7,1.2889429740970773
1306421,惊变28天,英国,丹尼·博伊尔,基里安·墨菲|娜奥米·哈里斯|克里斯托弗·埃克莱斯顿|梅根·伯恩斯|布莱丹·格里森,剧情|惊悚|恐怖|悬疑|科幻|灾难,经典,7.1,1.2788784658683534
1306607,K星异客,德国,伊恩·索夫特雷,凯文·史派西|杰夫·布里吉斯|玛丽·麦克科马克|阿尔法·伍达德|大卫·帕特里克·凯利,科幻|悬疑|剧情|奇幻,经典,8.5,1.4603175813476466
1306662,死亡幻觉,美国,理查德·凯利,杰克·吉伦哈尔|霍尔姆斯·奥斯本|玛吉·吉伦哈尔|黛维·切斯|玛丽·麦克唐纳,剧情|奇幻|惊悚|恐怖|悬疑|科幻,经典|青春,7.3,1.3891491554345674
1306737,极限特工,美国,罗伯·科恩,范·迪塞尔|艾莎·阿基多|马尔顿·索克斯|塞缪尔·杰克逊|Michael|Roof,动作|冒险|剧情|犯罪,经典,7.3,1.276579089875188
1306939,推手,中国台湾,李安,郎雄|王莱|王伯昭|戴布·斯内德|李涵,剧情,经典,8.4,1.323642773790578
1307332,冷山,美国,安东尼·明格拉,裘德·洛|妮可·基德曼|蕾妮·齐薇格|菲利普·塞默·霍夫曼|娜塔莉·波特曼,爱情|战争|剧情,经典|文艺,8.1,1.2728019680474245
1307389,憨豆特工,美国,彼得·休伊特,罗温·艾金森|约翰·马尔科维奇|娜塔莉·安博莉亚,犯罪|剧情|喜剧|冒险|动作,搞笑|经典,7.5,1.2358434231971966
1307442,速度与激情2,德国,约翰·辛格顿,保罗·沃克|泰瑞斯·吉布森|伊娃·门德斯|科尔·豪瑟|卢达克里斯,剧情|犯罪|惊悚|冒险|动作,经典,7.1,1.2017429704010192
1307542,火柴人,美国,雷德利·斯科特,尼古拉斯·凯奇|山姆·洛克威尔|艾莉森·洛曼|布鲁斯·奥尔特曼,剧情|悬疑|喜剧|犯罪,经典,8.1,1.2567716868654148
1307697,芝加哥,德国,罗伯·马歇尔,蕾妮·齐薇格|凯瑟琳·泽塔-琼斯|理查·基尔|奎恩·拉提法|约翰·C·赖利,剧情|喜剧|犯罪|音乐|歌舞,经典,8.6,1.4359055493182595
1308751,特洛伊,英国,沃尔夫冈·彼德森,布拉德·皮特|黛安·克鲁格|奥兰多·布鲁姆|朱利安·格洛弗|布莱恩·考克斯,爱情|战争|剧情|历史|动作,经典,7.4,1.252041199419781
1308767,谍影重重2,德国,保罗·格林格拉斯,马特·达蒙|弗朗卡·波滕特|布莱恩·考克斯|朱丽娅·斯蒂尔斯|卡尔·厄本,剧情|犯罪|惊悚|悬疑|冒险|动作,经典,8.6,1.3401431674538296
1308779,后天,美国,罗兰·艾默里奇,丹尼斯·奎德|杰克·吉伦哈尔|埃米·罗森|达什·米霍克|杰伊·桑德斯,剧情|科幻|冒险|灾难|动作,经典,8.0,1.3482077409111408
1308843,我，机器人,德国,亚历克斯·普罗亚斯,威尔·史密斯|布丽姬·穆娜|艾伦·图代克|布鲁斯·格林伍德|齐·麦克布赖德,剧情|惊悚|悬疑|科幻|动作,经典,8.0,1.3169646745777552
1308848,国家宝藏,美国,乔·德特杜巴,尼古拉斯·凯奇|黛安·克鲁格|贾斯汀·巴萨|肖恩·宾|强·沃特,剧情|惊悚|悬疑|冒险|动作,经典,7.6,1.221570471591212
1309016,百万美元宝贝,美国,克林特·伊斯特伍德,克林特·伊斯特伍德|希拉里·斯万克|摩根·弗里曼|杰伊·巴鲁切尔|麦克·柯尔特,动作|剧情,感人|女性|经典|励志,8.5,1.3927503726638406
1309020,全民情敌,美国,安迪·坦纳特,威尔·史密斯|伊娃·门德斯|凯文·詹姆斯|安贝·瓦莱塔|朱莉·安·埃默里,爱情|剧情|喜剧,搞笑|经典,7.5,1.2400553386315087
1309043,金刚,德国,彼得·杰克逊,娜奥米·沃茨|杰克·布莱克|艾德里安·布洛迪|托马斯·克莱舒曼|科林·汉克斯,爱情|剧情|奇幻|惊悚|恐怖|科幻|冒险|动作,感人|魔幻|经典,7.8,1.3559880771434332
1309046,V字仇杀队,德国,詹姆斯·麦克特格,娜塔莉·波特曼|雨果·维文|斯蒂芬·瑞|斯蒂芬·弗雷|约翰·赫特,犯罪|剧情|惊悚|悬疑|科幻|动作,经典,8.8,1.541716454209787
1309055,哈利·波特与火焰杯,英国,迈克·内威尔,丹尼尔·雷德克里夫|艾玛·沃森|鲁伯特·格林特|蒂莫西·斯波|邦妮·怀特,剧情|奇幻|悬疑|科幻|冒险,魔幻|经典|青春,8.1,1.297924733803932
1309060,僵尸新娘,英国,蒂姆·波顿|迈克·约翰逊,约翰尼·德普|海伦娜·伯翰·卡特|艾米丽·沃森|崔茜·尤玛|保罗·怀特豪斯,爱情|剧情|奇幻|喜剧|惊悚|音乐,感人|魔幻|经典,8.2,1.3544810699048504
1309064,八面埋伏,英国,雷尼·哈林,艾恩·贝利|小克利夫顿·克林斯|威尔·坎普|方·基默|约翰尼·李·米勒,剧情|犯罪|惊悚|恐怖|悬疑|动作,经典,7.5,1.199770461928882
1309069,蝙蝠侠：侠影之谜,英国,克里斯托弗·诺兰,克里斯蒂安·贝尔|迈克尔·凯恩|连姆·尼森|凯蒂·霍尔姆斯|加里·奥德曼,剧情|犯罪|惊悚|悬疑|科幻|动作,经典,8.3,1.3077635078334269
1309070,飞行家,德国,马丁·斯科塞斯,莱昂纳多·迪卡普里奥|凯特·布兰切特|凯特·贝金赛尔|约翰·C·赖利|亚历克·鲍德温,传记|剧情,经典|励志,7.9,1.2903230274517232
1309071,天国王朝,英国,雷德利·斯科特,奥兰多·布鲁姆|伊娃·格林|爱德华·诺顿|连姆·尼森|麦克·辛,动作|战争|剧情|历史,经典,8.3,1.3762450582216732
1309078,星球大战前传3：西斯的复仇,美国,乔治·卢卡斯,伊万·麦克格雷格|娜塔莉·波特曼|海登·克里斯滕森|伊恩·麦克迪阿梅德|塞缪尔·杰克逊,战争|剧情|奇幻|科幻|冒险|动作,经典,8.2,1.3759275750305044
1309116,怒火救援,英国,托尼·斯科特,丹泽尔·华盛顿|达科塔·范宁|拉达·米切尔|马克·安东尼|克里斯托弗·沃肯,动作|惊悚|犯罪|剧情,感人|经典,8.1,1.377803811254307
1309160,机械师,西班牙,布拉德·安德森,克里斯蒂安·贝尔|詹妮弗·杰森·李|艾塔娜·桑切斯-希洪|约翰·沙拉恩|迈克尔·艾恩塞德,剧情|犯罪|惊悚|恐怖|悬疑|科幻|动作,经典|文艺,7.5,1.2824298096223405
1309163,恋恋笔记本,美国,尼克·卡萨维茨,瑞恩·高斯林|瑞秋·麦克亚当斯|吉娜·罗兰兹|詹姆斯·加纳|斯塔尔勒塔·杜波利斯,爱情|剧情,感人|经典|文艺|青春,8.5,1.452606001462753
1309172,初恋50次,美国,彼得·西格尔,亚当·桑德勒|德鲁·巴里摩尔|罗伯·施奈德|西恩·奥斯汀|卢西亚·斯杜斯 ,剧情|爱情|喜剧,搞笑|感人|经典,7.9,1.2778255208401879
1309199,史密斯夫妇,美国,阿尔弗雷德·希区柯克,卡洛·朗白|罗伯特·蒙哥马利,爱情|剧情|喜剧|犯罪|悬疑|冒险|动作,搞笑|经典,6.9,1.3294067951547113
1315574,加勒比海盗2：聚魂棺,美国,戈尔·维宾斯基,约翰尼·德普|奥兰多·布鲁姆|凯拉·奈特莉|杰克·达文波特|比尔·奈伊,剧情|奇幻|喜剧|科幻|冒险|动作,魔幻|经典,8.1,1.2842048221619597
1316693,心慌方·零,加拿大,厄尼·巴巴拉什,扎卡里·贝内特|史蒂芬·穆尔|特丽·霍克斯|迈克尔·莱利,剧情|惊悚|恐怖|悬疑|科幻,经典,7.0,1.2609101427429565
1322848,奇爱博士,美国,斯坦利·库布里克,彼得·塞勒斯|乔治·C·斯科特|斯特林·海登|詹姆斯·厄尔·琼斯|格伦·贝克,科幻|剧情|战争|喜剧,经典,8.7,1.4869180912510809
1325958,蒂凡尼的早餐,美国,布莱克·爱德华兹,奥黛丽·赫本|乔治·佩帕德|帕德里夏·妮尔|巴迪·艾布森|马丁·鲍尔萨姆,爱情|喜剧|剧情,女性|经典|文艺|青春,8.1,1.2993598787208591
1329950,达·芬奇密码,法国,朗·霍华德,汤姆·汉克斯|奥黛丽·塔图|伊恩·麦克莱恩|让·雷诺|保罗·贝坦尼,惊悚|悬疑|剧情|犯罪,经典,7.2,1.21936258041064
1388216,撞车,德国,保罗·哈吉斯,桑德拉·布洛克|唐·钱德尔|马特·狄龙|布兰登·费舍|泰伦斯·霍华德,悬疑|剧情|犯罪,经典,8.6,1.5023123613766771
1397546,追随,英国,克里斯托弗·诺兰,杰里米·西奥伯德|亚历克斯·霍|露西·拉塞尔|约翰·诺兰|迪克·布拉德塞尔,惊悚|悬疑|剧情|犯罪,经典|文艺,8.9,1.4885407742635075
1401118,黄金三镖客,西班牙,赛尔乔·莱翁内,克林特·伊斯特伍德|埃里·瓦拉赫|李·范·克里夫|阿尔多·久弗瑞|路易吉·皮斯蒂利,剧情|犯罪|冒险|西部|动作,经典,9.1,1.4831344047913162
1401533,碟中谍3,德国,J·J·艾布拉姆斯,汤姆·克鲁斯|菲利普·塞默·霍夫曼|文·瑞姆斯|比利·克鲁德普|米歇尔·莫纳汉,犯罪|剧情|惊悚|悬疑|冒险|动作,经典,7.3,1.2023287096079007
1401535,虎胆龙威4,英国,伦·怀斯曼,布鲁斯·威利斯|蒂莫西·奥利芬特|贾斯汀·朗|李美琪|克利夫·柯蒂斯,剧情|犯罪|惊悚|冒险|动作,经典,7.6,1.2642560430177496
1418190,007：大战皇家赌场,德国,马丁·坎贝尔,丹尼尔·克雷格|伊娃·格林|麦斯·米科尔森|朱迪·丹奇|杰弗里·怀特,爱情|犯罪|剧情|惊悚|悬疑|冒险|动作,经典,7.4,1.2845172123541695
1418200,傲慢与偏见,法国,乔·赖特,凯拉·奈特莉|马修·麦克费登|唐纳德·萨瑟兰|布兰达·布莱斯|凯瑞·穆里根,爱情|剧情,经典|文艺,8.5,1.3995236298673388
1418834,断背山,加拿大,李安,希斯·莱杰|杰克·吉伦哈尔|米歇尔·威廉姆斯|安妮·海瑟薇|凯特·玛拉,爱情|西部|剧情|同性,感人|经典,8.7,1.4937642178807322
1419936,战争之王,法国,安德鲁·尼科尔,尼古拉斯·凯奇|布丽姬·穆娜|杰瑞德·莱托|伊安·霍姆|伊桑·霍克,战争|剧情|犯罪|传记|动作,经典,8.6,1.3736330754205437
1428175,血钻,美国,爱德华·兹威克,莱昂纳多·迪卡普里奥|杰曼·翰苏|詹妮弗·康纳利|阿诺德·沃斯洛|大卫·哈雷伍德,战争|剧情|犯罪|惊悚|冒险|动作,经典,8.5,1.347602385044281
1432146,钢铁侠,美国,乔恩·费儒,小罗伯特·唐尼|泰伦斯·霍华德|格温妮斯·帕特洛|杰夫·布里吉斯|莱丝莉·比伯,战争|剧情|犯罪|惊悚|科幻|冒险|动作,经典,7.9,1.2604173494530437
1432180,生死停留,美国,马克·福斯特,伊万·麦克格雷格|瑞恩·高斯林|娜奥米·沃茨|凯特·伯顿|伊莉莎白·里瑟,科幻|惊悚|悬疑|剧情,经典,7.5,1.2895212221588324
1433990,风雨哈佛路,美国,彼得·勒文,索拉·伯奇|凯莉·林奇|艾伦·佩吉|迈克尔·莱利,传记|剧情,感人|女性|励志|青春|经典,8.1,1.3878279696669669
1438652,无耻混蛋,美国,昆汀·塔伦蒂诺,布拉德·皮特|梅拉尼·罗兰|克里斯托弗·沃尔兹|伊莱·罗斯|迈克尔·法斯宾德,战争|剧情|喜剧|犯罪|动作,经典,8.4,1.4587142901918875
1440703,爱再来一次,英国,吉尔·约格尔,詹妮弗·洛芙·休伊特|保罗·尼科尔斯|汤姆·威尔金森|黛安娜·哈卡索|露茜·达文波特,爱情|喜剧|剧情|奇幻,感人|经典|文艺,8.0,1.359899622329595
1441238,面纱,加拿大,约翰·卡兰,爱德华·诺顿|娜奥米·沃茨|托比·琼斯|黛安娜·里格|黄秋生,爱情|剧情,经典|文艺,8.2,1.318930764360816
1441602,霍元甲,中国香港,袁和平,梁家仁,剧情|历史|传记|武侠|动作,经典|励志,7.0,1.2004664992853844
1441801,局内人,韩国,禹民镐,李秉宪|曹承佑|白润植|李璟荣|赵在允,剧情|犯罪|惊悚|悬疑|情色|动作,经典|黑帮,7.7,1.2635494680587374
1450031,启示,美国,梅尔·吉布森,鲁迪·杨布拉德|达利娅·埃尔南德斯|乔纳森·布雷维尔|莫里斯·博德耶洛海德|劳尔·特鲁希洛,战争|剧情|惊悚|历史|科幻|冒险|动作,经典,8.5,1.3897351184618532
1457217,哈利·波特与凤凰社,英国,大卫·叶茨,丹尼尔·雷德克里夫|艾玛·沃森|鲁伯特·格林特|加里·奥德曼|拉尔夫·费因斯,剧情|奇幻|悬疑|科幻|冒险,魔幻|经典|青春,7.8,1.2655330200387696
1466007,寂静岭,加拿大,克里斯多夫·甘斯,拉达·米切尔|肖恩·宾|劳瑞·侯登|黛博拉·卡拉·安格|金·寇兹,剧情|奇幻|惊悚|恐怖|悬疑,经典,7.5,1.32592661309334
1467044,魔术师,美国,尼尔·博格,爱德华·诺顿|保罗·吉亚玛提|杰西卡·贝尔|卢夫斯·塞维尔|埃迪·马森,爱情|犯罪|剧情|惊悚|悬疑,感人|魔幻|经典|文艺,7.6,1.2757271689057823
1471507,十三罗汉,美国,史蒂文·索德伯格,乔治·克鲁尼|布拉德·皮特|马特·达蒙|迈克尔·曼特尔|埃利奥特·古尔德,剧情|犯罪|喜剧|惊悚|悬疑|动作,搞笑|经典,7.3,1.257322721734304
1474180,触不到的恋人,韩国,李铉升,全智贤|李政宰,科幻|爱情|剧情|奇幻,感人|经典|文艺,7.8,1.2729382202486839
1477448,南极大冒险,美国,弗兰克·马歇尔,保罗·沃克|布鲁斯·格林伍德|穆恩·布拉得古德|温迪·古逊|贾森·比格斯,冒险|剧情,感人|经典|励志,8.6,1.2113930486343285
1482055,少年汉尼拔,意大利,彼得·韦柏 ,加斯帕德·尤利尔|巩俐|多米尼克·威斯特|理查德·布雷克,剧情|犯罪|惊悚|恐怖|悬疑,经典,7.2,1.2551076018220841
1482072,穿普拉达的女王,美国,大卫·弗兰科尔,安妮·海瑟薇|梅丽尔·斯特里普|艾米莉·布朗特|斯坦利·图齐|西蒙·贝克,爱情|喜剧|剧情,女性|经典|励志|青春,7.9,0.9912821660053872
1498818,通天塔,法国,亚利桑德罗·冈萨雷斯·伊纳里图,布拉德·皮特|凯特·布兰切特|盖尔·加西亚·贝纳尔|艾德里安娜·巴拉扎|菊地凛子,剧情,经典,8.0,1.3695124311325955
1498831,恋爱假期,英国,南希·迈耶斯,卡梅隆·迪亚兹|凯特·温丝莱特|裘德·洛|杰克·布莱克|埃里·瓦拉赫,爱情|喜剧|剧情,女性|经典|文艺,7.6,1.2792042981336629
1578503,美国黑帮,美国,雷德利·斯科特,丹泽尔·华盛顿|罗素·克劳|切瓦特·埃加福特|乔什·布洛林|里玛莉·娜妲,动作|传记|犯罪|剧情,经典|黑帮,7.8,1.1595178331320166
1578507,谍影重重3,德国,保罗·格林格拉斯,马特·达蒙|朱丽娅·斯蒂尔斯|大卫·斯特雷泽恩|斯科特·格伦|帕迪·康斯戴恩,剧情|犯罪|惊悚|悬疑|冒险|动作,经典,8.7,1.4664204154621014
1578509,蝴蝶效应2,美国,约翰·R·莱昂耐迪,埃里克·里夫利|埃莉卡·杜兰斯|达斯汀·米利甘|吉娜·赫尔顿|林赛·麦克斯维尔,爱情|剧情|奇幻|惊悚|悬疑|科幻,经典,5.9,1.2875545212798454
1760622,香水,西班牙,汤姆·提克威,本·卫肖|艾伦·瑞克曼|蕾切儿·哈伍德|达斯汀·霍夫曼|大卫·卡尔德,爱情|犯罪|奇幻|剧情|惊悚|恐怖|悬疑,经典|文艺,8.4,1.4594664956255041
1764796,机器人9号,美国,申·阿克,伊莱贾·伍德|詹妮弗·康纳利|约翰·C·赖利|克里斯托弗·普卢默|克里斯平·格洛弗,战争|剧情|奇幻|惊悚|悬疑|科幻|冒险,感人|经典|励志,7.5,1.2275821611244753
1777612,阳光小美女,美国,乔纳森·戴顿|维莱莉·法瑞斯,阿比盖尔·布蕾斯琳|托妮·科莱特|格雷戈·金尼尔|保罗·达诺|史蒂夫·卡瑞尔,剧情|喜剧,感人|励志|青春|搞笑|文艺|经典,8.2,1.439925261515062
1780330,致命魔术,英国,克里斯托弗·诺兰,休·杰克曼|克里斯蒂安·贝尔|迈克尔·凯恩|丽贝卡·豪尔|斯嘉丽·约翰逊,科幻|惊悚|悬疑|剧情,魔幻|经典,8.8,1.5092453396096894
1781126,十二宫,美国,大卫·芬奇,杰克·吉伦哈尔|马克·鲁弗洛|安东尼·爱德华兹|小罗伯特·唐尼|布莱恩·考克斯,剧情|犯罪|惊悚|恐怖|悬疑|历史|传记,经典,7.3,0.3782362921547594
1793903,幻影凶间,美国,米凯尔·哈弗斯特罗姆,约翰·库萨克|塞缪尔·杰克逊|玛丽·麦克科马克|杰西米·杰西卡·安东尼|兰·卡琉,剧情|惊悚|恐怖|悬疑|科幻,经典,7.4,1.2901634160412065
1793929,达拉斯买家俱乐部,美国,让-马克·瓦雷,马修·麦康纳|詹妮弗·加纳|杰瑞德·莱托|史蒂夫·茨恩|达拉斯·罗伯特斯,传记|同性|剧情,经典|励志,8.7,1.3996253529420124
1794171,变形金刚,美国,迈克尔·贝,希亚·拉博夫|泰瑞斯·吉布森|乔什·杜哈明|安东尼·安德森|梅根·福克斯,爱情|战争|剧情|奇幻|科幻|冒险|动作,经典,8.1,1.4744581084606314
1820156,我是传奇,美国,弗朗西斯·劳伦斯,威尔·史密斯|艾莉丝·布拉加|达什·米霍克|莎莉·理查德森,剧情|惊悚|恐怖|科幻|灾难|动作,经典,7.9,1.2965299275264064
1828115,色，戒,中国台湾,李安,梁朝伟|汤唯|陈冲|王力宏|庹宗华,爱情|剧情|悬疑|情色|历史,女性|经典|文艺,8.2,1.547588455281535
1829654,憨豆的黄金周,德国,史蒂夫·班德莱克,罗温·艾金森|马克思·鲍德里|埃玛·德·科内|威廉·达福|让·雷谢夫,剧情|喜剧,搞笑|经典,7.9,1.3157515389459213
1844413,八月迷情,美国,科斯汀·谢里丹,乔纳森·莱斯·梅耶斯|弗莱迪·海默|罗宾·威廉姆斯|凯丽·拉塞尔|泰伦斯·霍华德,爱情|音乐|剧情,感人|经典|励志|文艺,8.3,1.4723077116992835
1849031,当幸福来敲门,美国,加布里埃莱·穆奇诺,威尔·史密斯|贾登·史密斯|坦迪·牛顿|布莱恩·豪威 |詹姆斯·凯伦,传记|剧情,感人|经典|励志,8.9,1.5077473017268401
1851857,蝙蝠侠：黑暗骑士,英国,克里斯托弗·诺兰,克里斯蒂安·贝尔|希斯·莱杰|艾伦·艾克哈特|迈克尔·凯恩|玛吉·吉伦哈尔,剧情|犯罪|惊悚|悬疑|科幻|动作,经典,9.1,1.5701911041465964
1853176,斯巴达300勇士,美国,扎克·施奈德,杰拉德·巴特勒|文森特·里根|琳娜·海蒂|多米尼克·威斯特|迈克尔·法斯宾德,战争|剧情|奇幻|历史|动作,魔幻|经典|励志,7.7,1.3943871748157095
1857099,老无所依,美国,伊桑·科恩|乔尔·科恩,汤米·李·琼斯|哈维尔·巴登|乔什·布洛林|凯莉·麦克唐纳|伍迪·哈里森,剧情|犯罪|惊悚|悬疑|西部,经典,8.1,1.4727014830964058
1863955,另一个波琳家的女孩,英国,Philippa Lowthorpe,娜塔莎·麦克艾霍恩|乔迪·梅|杰瑞德·哈里斯|斯蒂文·麦金托什|菲利普·格伦尼斯特,爱情|传记|剧情|历史,女性|经典|文艺,7.0,1.2048342605360125
1867345,遗愿清单,美国,罗伯·莱纳,杰克·尼科尔森|摩根·弗里曼|西恩·海耶斯|贝弗利·陶德|罗伯·莫洛,冒险|剧情|喜剧,感人|经典|励志,8.5,1.3916574647046343
1890572,坠入,印度,塔西姆·辛,凯婷卡·安塔鲁|贾斯蒂恩·瓦戴尔|李·佩斯|Kim Uylenbroek|Aiden Lithgow,剧情|奇幻|喜剧|科幻|冒险,魔幻|经典|文艺,8.8,1.464706979403936
1895120,死寂,美国,温子仁,唐尼·沃尔伯格|安贝·瓦莱塔|瑞恩·柯万腾|迈克尔·费尔曼|鲍勃·冈顿,剧情|犯罪|惊悚|恐怖|悬疑,经典,7.5,1.225484495331886
1905462,荒野生存,美国,西恩·潘,埃米尔·赫斯基|马西娅·盖伊·哈登|威廉·赫特|吉娜·马隆|布莱恩·H|德里克,传记|冒险|剧情,经典|文艺|励志|青春,8.6,1.5183764257875063
1907966,疯狂原始人,美国,柯克·德·米科|克里斯·桑德斯,尼古拉斯·凯奇|艾玛·斯通|瑞恩·雷诺兹|凯瑟琳·基纳|克萝丽丝·利奇曼,爱情|冒险|剧情|喜剧,搞笑|感人|经典|励志,8.7,1.4457093708651285
1920796,附注：我爱你,美国,理查德·拉·格拉文斯,希拉里·斯万克|杰拉德·巴特勒|凯西·贝茨|丽莎·库卓|吉娜·格申,爱情|喜剧|剧情,感人|经典|文艺,8.1,1.355902171200803
1920805,成为简·奥斯汀,爱尔兰,朱里安·杰拉德,安妮·海瑟薇|詹姆斯·麦卡沃伊|朱丽·沃特斯|詹姆斯·克伦威尔|玛吉·史密斯,传记|爱情|剧情,女性|经典|文艺,8.2,1.2851780199527065
1937502,追风筝的人,美国,马克·福斯特,赫立德·阿卜杜拉|阿托莎·利奥妮|肖恩·托布 ,战争|剧情,感人|经典,8.2,1.317672226032641
1945330,迷雾,美国,弗兰克·德拉邦特,托马斯·简|马西娅·盖伊·哈登|劳瑞·侯登|安德鲁·布劳尔|托比·琼斯,惊悚|恐怖|悬疑|科幻|灾难,经典,7.8,1.4209169468948832
1947549,生死狙击,美国,安东尼·福奎阿,马克·沃尔伯格|凯特·玛拉|迈克尔·佩纳|丹尼·格洛弗|伊莱亚斯·科泰斯,战争|犯罪|剧情|惊悚|悬疑|动作,经典,7.7,1.2590940676513658
1949312,全民超人汉考克,美国,彼得·博格,威尔·史密斯|查理兹·塞隆|杰森·贝特曼|杰·海德|埃迪·马森,爱情|犯罪|奇幻|喜剧|剧情|科幻|动作,搞笑|魔幻|经典|励志,6.8,1.2495267275516841
1950148,赎罪,法国,乔·赖特,詹姆斯·麦卡沃伊|西尔莎·罗南|凯拉·奈特莉|本尼迪克特·康伯巴奇|布兰达·布莱斯,爱情|悬疑|战争|剧情,经典|文艺,8.2,1.2987079007048474
1966182,霍比特人1：意外之旅,英国,彼得·杰克逊,伊恩·麦克莱恩|马丁·弗瑞曼|理查德·阿米蒂奇|肯·斯托特|格拉汉姆·麦克泰维什,战争|剧情|奇幻|冒险|动作,魔幻|经典,8.2,1.4045878588469032
1972698,守望者,美国,扎克·施奈德,帕特里克·威尔森|卡拉·古奇诺|比利·克鲁德普|玛琳·阿克曼|杰弗里·迪恩·摩根,爱情|剧情|奇幻|犯罪|悬疑|科幻|动作,经典|文艺|青春,8.2,1.4186799227207958
1978709,黑天鹅,美国,达伦·阿伦诺夫斯基,娜塔莉·波特曼|米拉·库尼斯|文森特·卡索|芭芭拉·赫希|薇诺娜·瑞德,剧情|惊悚|悬疑|历史|冒险|动作,女性|经典|励志|文艺,8.5,1.4451936178531426
2010975,澳洲乱世情,澳大利亚,巴兹·鲁赫曼,妮可·基德曼|休·杰克曼|布兰登·沃特斯|大卫·文翰|大卫·古皮利,爱情|战争|剧情|历史|冒险|西部,经典|文艺,7.2,1.1998395005526163
2028647,行动目标希特勒,德国,布莱恩·辛格,汤姆·克鲁斯|肯尼思·布拉纳|比尔·奈伊|汤姆·威尔金森|卡里斯·范·侯登,战争|剧情|惊悚|悬疑|历史|传记|动作,经典,7.0,1.2051092309158544
