ID,电影名,地区,导演,主演,类型,特色,评分,评分标准差
25934014,爱乐之城,美国,达米恩·查泽雷,瑞恩·高斯林|艾玛·斯通|约翰·传奇|罗丝玛丽·德薇特|芬·维特洛克,爱情|剧情|喜剧|音乐|歌舞,励志|经典|文艺|青春,8.3,1.4876432430929905
25955491,罪恶之家,英国,艾斯林·沃什,大卫·休里斯|米兰达·理查森|苏菲·兰朵|肯·斯托特|芬恩·科尔,惊悚|悬疑|剧情|犯罪,经典,8.3,1.4011041263342336
25955779,忍者神龟2：破影而出,加拿大,戴夫·格林,梅根·福克斯|斯蒂芬·阿梅尔|威尔·阿奈特|皮特·普劳泽克|阿兰·里奇森,剧情|犯罪|喜剧|奇幻|科幻|冒险|动作,搞笑|经典,6.3,1.2055215688881145
25983044,比利·林恩的中场战事,英国,李安,乔·阿尔文|加内特·赫德兰|克里斯汀·斯图尔特|范·迪塞尔|李淳,剧情|战争|动作,经典|文艺,8.4,1.4332963309566575
26260853,速度与激情8,日本,F·加里·格雷,范·迪塞尔|道恩·强森|查理兹·塞隆|杰森·斯坦森|米歇尔·罗德里格兹,犯罪|剧情|惊悚|冒险|动作,经典,7.0,1.2490439499806356
26266072,谍影重重5,美国,保罗·格林格拉斯,马特·达蒙|汤米·李·琼斯|艾丽西亚·维坎德|文森特·卡索|朱丽娅·斯蒂尔斯,剧情|犯罪|惊悚|悬疑|冒险|动作,经典,7.3,1.2416609394636566
26303622,大空头,美国,亚当·麦凯,克里斯蒂安·贝尔|史蒂夫·卡瑞尔|瑞恩·高斯林|布拉德·皮特|梅丽莎·里奥,剧情|犯罪|喜剧|历史|传记,经典,8.3,1.3951944711552222
26339213,无名女尸,英国,安德烈·艾弗道夫,埃米尔·赫斯基|布莱恩·考克斯|奥菲利亚·拉维邦德|迈克尔·麦克埃尔哈顿|奥尔雯·凯瑟琳·凯莉,犯罪|奇幻|剧情|惊悚|恐怖|悬疑,经典,7.4,1.2111769808837067
26416603,萨利机长,美国,克林特·伊斯特伍德,汤姆·汉克斯|艾伦·艾克哈特|劳拉·琳妮|杰瑞·费拉拉|安娜·冈,剧情|传记|历史|冒险|灾难,感人|经典|励志,8.3,1.326254548945283
26607693,敦刻尔克,法国,克里斯托弗·诺兰,菲恩·怀特海德|汤姆·格林-卡尼|杰克·劳登|哈里·斯泰尔斯|阿奈林·巴纳德,战争|剧情|惊悚|悬疑|历史|传记|动作,经典,8.4,1.4558011573469998
26614893,完美陌生人,意大利,保罗·格诺维塞,马可·贾利尼|卡夏·斯穆特尼亚克|爱德华多·莱奥|阿尔巴·罗尔瓦赫尔|瓦莱里奥·马斯坦德雷亚,爱情|悬疑|剧情|同性,经典|文艺,8.6,1.3792965965531854
26628357,一个叫欧维的男人决定去死,瑞典,汉内斯·赫尔姆,罗夫·拉斯加德|巴哈·帕斯|托比亚斯·阿姆博瑞|菲利普·伯格|安娜-莱娜·布伦丁,爱情|剧情|喜剧,感人|经典|文艺,8.7,1.3718749196612985
