"ID","NAME","ADD_TIME"
"3169043","我的名字叫可汗","Fri Jan  5 11:36:14 2018"
"1294621","神秘拼图","Fri Jan  5 11:36:14 2018"
"1294037","未来水世界","Fri Jan  5 11:36:14 2018"
"1294490","上帝也疯狂2","Fri Jan  5 11:36:14 2018"
"1292769","世界末日","Fri Jan  5 11:36:14 2018"
"1292699","东方快车谋杀案","Fri Jan  5 11:36:14 2018"
"1299092","回到未来2","Fri Jan  5 11:36:15 2018"
"2336737","米尔克","Fri Jan  5 11:36:15 2018"
"7051900","宿醉3","Fri Jan  5 11:36:15 2018"
"25955779","忍者神龟2：破影而出","Fri Jan  5 11:36:15 2018"
"1292067","冰血暴","Fri Jan  5 11:36:15 2018"
"1299981","惊声尖笑","Fri Jan  5 11:36:15 2018"
"1309116","怒火救援","Fri Jan  5 11:36:15 2018"
"3077413","蝴蝶效应3：启示","Fri Jan  5 11:36:15 2018"
"1305306","心慌方2：超立方体","Fri Jan  5 11:36:16 2018"
"1303010","蒙娜丽莎的微笑","Fri Jan  5 11:36:17 2018"
"1306421","惊变28天","Fri Jan  5 11:36:17 2018"
"1300685","克莱默夫妇","Fri Jan  5 11:36:17 2018"
"1322848","奇爱博士","Fri Jan  5 11:36:17 2018"
"1295872","西北偏北","Fri Jan  5 11:36:17 2018"
"1296157","迷墙","Fri Jan  5 11:36:17 2018"
"1301715","美国精神病人","Fri Jan  5 11:36:17 2018"
"3236904","自闭历程","Fri Jan  5 11:36:17 2018"
"1301061","纽约黑帮","Fri Jan  5 11:36:18 2018"
"1293799","壮志凌云","Fri Jan  5 11:36:18 2018"
"1299837","虎胆龙威3","Fri Jan  5 11:36:18 2018"
"1306737","极限特工","Fri Jan  5 11:36:18 2018"
"1298189","极速60秒","Fri Jan  5 11:36:18 2018"
"1293470","透明人","Fri Jan  5 11:36:18 2018"
"1296666","回到未来3","Fri Jan  5 11:36:18 2018"
"26339213","无名女尸","Fri Jan  5 11:36:19 2018"
"1297294","迷魂记","Fri Jan  5 11:36:19 2018"
"1316693","心慌方·零","Fri Jan  5 11:36:19 2018"
"1292332","移魂都市","Fri Jan  5 11:36:19 2018"
"1291833","杯酒人生","Fri Jan  5 11:36:19 2018"
"1292792","我自己的爱达荷","Fri Jan  5 11:36:21 2018"
"2028647","行动目标希特勒","Fri Jan  5 11:36:21 2018"
"1293824","蝴蝶梦","Fri Jan  5 11:36:21 2018"
"1293755","驱魔人","Fri Jan  5 11:36:21 2018"
"1292531","华尔街","Fri Jan  5 11:36:21 2018"
"1293317","断箭","Fri Jan  5 11:36:21 2018"
"1304338","决战猩球","Fri Jan  5 11:36:21 2018"
"10485526","潜伏2","Fri Jan  5 11:36:21 2018"
"1293374","热天午后","Fri Jan  5 11:36:21 2018"
"1300537","虎胆龙威2","Fri Jan  5 11:36:21 2018"
"22263645","猜火车2","Fri Jan  5 11:36:21 2018"
"1578503","美国黑帮","Fri Jan  5 11:36:22 2018"
"2336735","生命之树","Fri Jan  5 11:36:22 2018"
"2338160","无翼鸟","Fri Jan  5 11:36:22 2018"
"3011072","珍爱","Fri Jan  5 11:36:22 2018"
"1301886","居家男人","Fri Jan  5 11:36:22 2018"
"1293731","忠奸人","Fri Jan  5 11:36:22 2018"
"1292065","疤面煞星","Fri Jan  5 11:36:22 2018"
"1293749","生活多美好","Fri Jan  5 11:36:22 2018"
"1292550","埃及艳后","Fri Jan  5 11:36:22 2018"
